,Taux d’Utilisation des Capacités,Evolution de la production au cours des trois prochains mois,Evolution de la production par rapport au mois précédent,Evolution des nouvelles commandes par rapport au mois précédent,Evolution des ventes au cours des trois prochains mois,Evolution des ventes par rapport au mois précédent,Niveau des carnets de commandes par rapport au mois précédent,Niveau des stocks de PF,Evolution de la production au cours des trois prochains mois (2),Evolution de la production par rapport au mois précédent (2),Evolution des nouvelles commandes par rapport au mois précédent (2),Evolution des ventes au cours des trois prochains mois (2),Evolution des ventes par rapport au mois précédent (2),Niveau des carnets de commandes par rapport au mois précédent (2),Niveau des stocks de PF (2),Evolution de la production au cours des trois prochains mois (3),Evolution de la production par rapport au mois précédent (3),Evolution des nouvelles commandes par rapport au mois précédent (3),Evolution des ventes au cours des trois prochains mois (3),Evolution des ventes par rapport au mois précédent (3),Niveau des carnets de commandes par rapport au mois précédent (3),Niveau des stocks de PF (3),Evolution de la production au cours des trois prochains mois (4),Evolution de la production par rapport au mois précédent (4),Evolution des nouvelles commandes par rapport au mois précédent (4),Evolution des ventes au cours des trois prochains mois (4),Evolution des ventes par rapport au mois précédent (4),Niveau des carnets de commandes par rapport au mois précédent (4),Niveau des stocks de PF (4),Evolution de la production au cours des trois prochains mois (5),Evolution de la production par rapport au mois précédent (5),Evolution des nouvelles commandes par rapport au mois précédent (5),Evolution des ventes au cours des trois prochains mois (5),Evolution des ventes par rapport au mois précédent (5),Niveau des carnets de commandes par rapport au mois précédent (5),Niveau des stocks de PF (5),Evolution de la production au cours des trois prochains mois (6),Evolution de la production par rapport au mois précédent (6),Evolution des nouvelles commandes par rapport au mois précédent (6),Evolution des ventes au cours des trois prochains mois (6),Evolution des ventes par rapport au mois précédent (6),Niveau des carnets de commandes par rapport au mois précédent (6),Niveau des stocks de PF (6),Utilisation des capacités de production (cumulé),PRODUITS FINIS D'EQUIPEMENT INDUSTRIEL,DEMI PRODUITS 
2017-09-01,73.0769,38.493,-22.9887,-8.0307,29.1918,-36.646,-12.7353,-8.0839,52.6216,-7.1547,11.1421,40.3097,-21.506,-13.929,-6.7867,47.7938,-25.562,0.8636,21.2941,-52.8943,-25.8139,-1.1293,74.1316,14.4983,36.0148,74.7636,21.5523,-8.9013,-2.9349,42.5976,33.3336,30.7165,42.7166,19.1466,-13.1339,-15.4738,73.6867,54.4248,44.26,76.8987,38.0679,39.0899,-44.2536,0.6285,77172105.0893,71455462.3752
2017-10-01,74.2888,34.5738,16.6187,14.7135,21.9863,25.7822,-6.6999,-1.39,41.8357,30.6004,21.3633,27.1037,20.3047,0.5765,-1.8036,34.5322,63.6425,40.2666,4.475,10.4565,11.379,-1.5469,64.7607,-5.9923,-1.0198,64.5135,29.391,-5.7654,-1.2867,27.1559,14.6761,14.486,27.5246,4.4548,-25.8184,4.141,50.1581,44.1344,25.8992,50.1581,41.0622,20.1288,-14.2667,0.6373,86311891.0461,79582112.7537
2017-11-01,74.201,19.7455,16.7788,-3.0362,40.5752,6.2605,-7.6031,-3.243,19.8893,22.6634,10.7509,27.9584,21.0145,-8.5002,-2.6547,-9.2078,17.3856,5.7132,-4.2862,4.8464,-8.8378,4.3587,47.6687,29.0819,21.5179,46.361,48.46,-25.9656,-1.8182,7.6692,47.0568,29.5559,11.2863,44.8462,-7.6548,-12.518,67.3988,24.6074,40.4492,67.3988,40.0824,51.9564,-24.2465,0.6434,97830083.9191,87560650.3497
2017-12-01,73.6801,33.9512,-14.0541,2.198,43.2755,-6.5206,-3.4476,0.533,24.7729,2.4366,4.7143,23.9174,17.4478,-13.4036,0.3141,4.9739,-3.6464,-16.0298,6.6721,10.325,-24.8507,5.6663,41.6879,31.475,17.0826,30.6509,50.9248,-24.8139,-2.4187,11.7941,-12.1306,-7.8469,13.2085,4.1518,-9.0455,-10.5724,28.1587,11.4711,70.3828,8.6311,43.581,26.4846,-2.1176,0.6485,107251916.1961,95570940.2171
2018-01-01,72.2823,38.1141,9.4689,-9.9715,49.0568,-1.4334,-14.9853,-0.5115,34.6299,-5.5563,-3.5335,34.3266,-0.8546,-22.4492,2.9251,29.6209,-10.1665,-32.3763,7.8212,-29.7392,-44.1327,6.2899,42.3517,-7.1202,13.9846,54.8456,35.4549,-10.618,4.3896,15.6884,8.8476,9.1777,21.4576,2.97,-19.9986,-21.3974,35.4152,-53.8368,65.2875,29.8655,-5.3887,-5.8869,22.4912,0.7152,9247725.1131,8025164.2505
2018-02-01,73.5119,43.5692,-1.4803,27.4114,44.8082,11.4539,-16.9668,1.4361,42.8193,4.7571,6.4622,45.9684,10.9805,-18.122,2.6104,41.2365,15.4063,-9.4416,45.6731,-7.0242,-14.7961,3.068,53.1627,-19.5531,-7.6375,60.5742,13.3387,-29.3033,4.5526,26.0691,33.7773,2.6274,27.4444,32.5255,-8.3376,-11.6152,29.8655,34.8231,39.4741,23.2613,51.5897,-9.6516,13.0836,0.715,20829999.2647,16104330.915
2018-03-01,72.347,39.4202,33.2961,24.8031,40.853,31.4971,6.5445,2.2929,39.3185,34.5249,28.5545,33.4432,33.9193,-4.4216,12.9188,34.6628,14.051,6.7973,32.6353,20.0837,-10.9417,10.6068,48.8709,59.6865,52.374,30.2981,50.9483,-14.9882,32.5041,21.7716,19.1032,20.6255,14.9057,21.3371,0.6326,-6.8454,43.6434,52.0305,57.1088,37.6316,53.7157,8.5672,18.1648,0.716,30713880.0635,24598309.9737
2018-04-01,74.1591,22.9567,26.6391,-2.4395,13.6673,19.3208,10.3624,5.208,3.8614,29.3962,18.7265,1.0918,24.4977,-10.1588,3.0157,4.4214,28.6765,31.742,-10.1505,27.0167,-23.6834,7.9922,-17.4866,40.0773,47.2167,-6.6604,47.2403,-14.4982,-2.8487,16.6073,26.2411,-6.3981,17.1863,14.5551,-12.22,-9.8114,-18.573,10.8238,-17.4007,4.5961,-31.2168,-22.6661,6.8846,0.7142,39446294.5441,33583879.0161
2018-05-01,72.6323,31.2387,26.2243,-24.5949,20.5306,16.3039,-20.2778,9.0205,15.7199,19.6259,12.7188,5.0461,18.8822,-15.6228,3.0797,1.8387,36.3887,17.6903,6.4242,11.2452,-9.2589,10.9793,23.4447,2.946,41.644,-12.8154,32.7729,-18.635,-10.0636,-10.1159,-6.5106,5.515,-8.2708,10.8142,-22.4934,-13.7766,11.2538,4.5695,56.8312,9.1364,23.6705,-5.8967,6.8846,0.7186,49302443.2444,43324889.6786
2018-06-01,73.3868,25.9647,-15.354,13.5531,24.0178,-16.1419,-6.981,15.306,21.8825,-21.3286,9.5426,18.5561,-20.3906,-15.8791,4.3243,25.8908,-36.1893,-4.7483,38.2994,-32.3753,-34.6244,0.2647,11.9191,-25.1287,7.0335,-12.3683,-27.0199,-14.5527,-1.6926,13.3319,-17.0875,-2.3116,15.4907,6.165,-22.6183,-6.2645,29.8655,22.2768,70.8209,19.1509,5.0828,26.3736,6.6043,0.7243,58223331.76,50993672.9822
2018-07-01,74.222,11.3514,10.4336,16.2043,10.8765,21.5807,-14.5631,15.6123,13.1793,29.0252,9.9111,6.4684,24.2186,-14.6591,2.1553,22.1193,40.4085,-2.7705,20.4288,26.6532,-17.2579,-0.49,23.6198,41.8489,26.8527,-7.1409,24.6632,-22.172,-10.6106,-18.0819,-3.5441,-29.5271,-18.5792,-8.6209,-25.0658,-18.6217,-37.2206,41.1971,39.8198,-27.0402,56.7629,39.8171,19.4642,0.7229,67715101.3712,59406877.6274
2018-08-01,65.3085,0.9025,-19.4687,28.459,3.213,4.4891,0.8622,7.3773,36.9938,-24.231,-0.3624,33.6833,-22.0719,-19.1794,3.5641,52.6116,4.4406,-24.9438,61.612,-37.3134,-24.7418,2.53,43.2336,-67.6458,10.2774,9.2108,-6.0062,-32.6032,-9.8736,27.2111,-39.541,-35.0297,29.4558,-38.8423,-29.163,-8.2282,80.1296,-51.5175,31.4681,80.1296,-78.4249,-9.9697,55.1554,0.7214,77253936.9199,66577513.2095
2018-09-01,73.8552,15.344,2.1811,-15.3756,15.6425,17.1758,-24.3096,-5.2165,38.4548,18.2813,23.3859,31.4938,27.7861,-9.7303,1.7823,49.1308,-11.3093,28.5372,51.2814,7.6971,-0.9972,4.5979,41.2986,63.833,57.112,10.5644,59.0491,-20.9152,-8.6023,37.9983,37.205,14.7762,22.7152,33.3055,-13.2747,-8.232,60.2307,87.0618,44.3326,60.2307,80.1296,41.9307,62.6463,0.7224,85192503.1574,74313803.8587
2018-10-01,73.9792,11.0621,14.5655,0.6169,9.2809,16.6546,-27.4935,0.0031,18.3357,40.0015,14.6703,10.1855,20.3184,-20.0558,-0.4872,20.2136,47.8847,-3.8387,25.4723,-8.8457,-25.2394,1.0422,38.9861,62.1,58.5712,0.1321,66.9513,-19.5718,-8.0824,27.5323,16.8467,-10.1463,15.35,6.2754,-14.517,3.3222,-42.1321,64.816,69.4701,-50.1501,67.2254,42.3033,10.9221,0.7219,94799412.9466,82937445.2808
2018-11-01,74.1596,10.0588,18.9149,11.1531,11.0018,40.2264,-0.8465,-5.1767,12.5908,-0.1596,12.2473,5.0821,30.7258,-11.4874,-5.3372,19.4528,-49.9905,-11.8273,2.5699,10.3539,-22.4095,-5.9798,11.5112,41.1622,51.7542,8.9014,57.9219,-19.1505,-6.7391,33.5599,21.1504,-3.6395,19.4662,13.8475,-13.4312,-3.616,-38.2072,47.4081,42.5221,-37.7034,32.9335,36.6656,1.1632,0.7227,106028104.1667,91108904.5079
2018-12-01,72.6649,31.5228,12.149,39.2814,37.1081,0.8499,15.9619,-2.1793,25.6658,11.3567,22.7011,16.4188,37.1578,4.1063,-3.3899,44.647,-9.8432,27.1867,4.1323,69.135,9.3221,-1.4092,-20.5769,60.3951,18.6543,4.9521,54.3318,-15.7016,-5.4483,30.4641,16.434,-6.9621,15.4383,12.6025,-9.8503,-11.8852,41.3184,-45.7963,-41.3184,41.3184,-34.9918,2.2671,-4.9152,0.7231,117860900.0812,99859082.8496
2019-01-01,74.5983,25.9092,-12.0979,-4.705,14.5181,-31.5774,-14.8631,10.0482,34.2345,4.9372,28.1254,17.0008,-6.5923,-5.5246,2.6022,40.4825,9.815,40.2118,33.0763,22.0532,2.7559,5.6728,53.3303,4.3128,50.8563,3.0906,-19.3566,-14.2939,-6.2467,13.4911,23.628,36.0754,12.4963,-4.5554,-8.9543,-10.3613,0.2485,49.4396,45.029,11.026,30.7817,38.9034,-2.2338,0.6854,9737993.9174,9349200.5849
2019-02-01,75.2523,36.682,16.1996,20.2412,40.6968,13.797,0.007,2.856,43.5982,6.217,11.795,47.6449,11.7994,-1.2722,-3.0483,63.3958,-3.3672,-10.3332,64.0813,-11.4916,-16.0555,4.6265,51.8246,-6.6992,20.6291,63.2285,25.4925,10.6449,-22.3226,6.5672,4.9203,8.2621,11.2205,14.7846,-31.8077,-2.9745,-1.8652,47.9515,48.7891,-7.3027,61.1719,55.0774,-2.2338,0.6979,19005455.5075,17582141.7901
2019-03-01,74.6288,33.0988,25.4005,36.5541,23.5515,48.3709,-1.9703,2.7572,30.9338,33.8074,38.9508,18.9381,47.524,-12.7747,3.0172,33.1529,59.3124,47.4081,18.6072,69.0262,-3.8607,8.6656,30.6933,22.5777,59.8731,12.5386,47.2289,-32.9008,-6.0739,14.382,13.4204,7.4455,7.3217,16.863,-23.6296,-2.8397,29.911,18.9083,-19.2946,32.1588,-14.6374,-23.6807,14.7613,0.7053,31610331.4088,27099320.5907
2019-04-01,75.224,23.1641,23.1227,26.4535,32.5744,33.8811,25.5273,3.9945,15.287,5.09,17.9958,12.8435,14.4802,-3.5686,4.8782,4.9428,-2.1301,-13.623,7.107,-0.7521,-11.9778,4.0573,23.9923,-21.4188,59.8995,1.0931,22.9787,-15.0436,-7.1222,4.6814,0.0345,-17.1196,9.6702,-2.5229,-3.2052,-5.6454,4.1112,60.3876,6.1465,-9.2226,-23.1422,-65.7517,73.9951,0.7102,42743869.831,36470178.7362
2019-05-01,75.139,22.7236,6.2882,23.1978,31.6578,-3.2485,0.2052,18.5072,1.4057,19.6216,12.0765,19.9585,2.0038,-13.1494,7.3489,9.0676,11.3572,11.1691,20.6535,14.75,-17.5913,-2.0197,-38.2157,42.8252,0.68,9.7257,-6.8384,-6.7609,-6.0561,-1.5599,-3.9965,2.9343,7.6878,-5.2285,-35.3454,-9.3663,8.0281,70.3699,12.0678,8.0281,12.1745,-63.0522,66.3893,0.7143,52298846.821,45664066.1499
2019-06-01,74.6076,32.0932,29.6193,27.2526,39.877,24.2397,3.159,17.7393,25.9208,13.3522,19.7631,24.4514,16.8879,-14.9841,5.4529,24.9727,-12.8463,-4.4047,33.4081,-7.2228,-16.063,-4.5022,28.9254,19.4196,64.0811,-7.0203,52.8567,-14.6846,-10.888,-1.0122,-14.3416,-38.6291,20.9807,-7.8876,-45.1564,1.1079,18.7266,64.783,6.1457,16.0913,-6.5873,-72.9107,52.598,0.7181,64408644.3917,53800439.2385
2019-07-01,76.1837,19.5569,29.9919,42.343,26.9772,49.0836,18.3866,10.7433,6.8766,24.8199,28.5792,2.9876,31.3689,5.643,7.8616,-5.9985,49.5547,43.3483,-0.1339,55.8575,15.0205,4.3589,27.5555,-25.4383,-10.7427,-6.5068,-34.807,-14.5383,-1.8777,-3.4569,16.1205,-2.8989,-9.3153,33.3661,-20.8194,-1.4606,-62.6006,82.9564,77.1894,-51.7431,76.7631,4.722,60.8203,0.7174,73961146.2776,62287406.8122
2019-08-01,68.7525,24.8992,-20.2644,15.1084,21.1483,-5.0502,-6.5293,-0.5683,41.6077,-41.3372,-4.3525,33.2732,-36.8705,-29.0835,0.1712,43.4737,-38.1026,-18.3442,54.8967,-42.6979,-40.1071,-5.7427,52.1447,-57.1856,16.0533,11.616,-53.8655,-31.1711,0.7553,20.9914,-39.4537,-39.8617,16.5713,-42.9368,-29.8074,-16.8483,91.5248,-93.7317,-58.9824,83.2759,-77.4821,-66.1426,52.3241,0.7134,83664627.1154,69329371.3138
2019-09-01,73.4057,6.0582,-3.216,-5.9208,13.414,-0.3054,-6.9491,1.5534,31.3481,37.7449,30.2047,20.7711,37.2255,-4.8609,6.4857,31.6807,39.3359,32.1063,22.7397,38.6379,6.7219,-2.698,50.1658,66.3129,69.5,17.3488,67.9435,-7.4092,8.5596,20.6154,41.4311,-18.8412,19.8785,34.78,-27.9828,9.4405,72.6676,80.7687,74.0468,55.3899,66.0724,-18.7576,63.3849,0.7163,93992115.8083,77780898.9127
2019-10-01,75.8806,16.0732,7.1498,-2.9402,7.591,5.2023,-18.844,4.7209,14.5579,37.5804,26.6943,8.5517,30.4235,-6.445,8.7024,-7.0985,61.0668,52.9712,2.1309,52.2226,10.4745,1.1752,44.1398,33.0603,31.1757,19.1861,24.2552,-0.7737,19.945,23.1066,28.0905,-31.468,25.4897,11.1943,-41.6594,-1.1797,-3.2643,90.0637,85.4649,-13.8104,84.467,-12.4748,34.9455,0.7187,105044902.7745,87355985.7647
2019-11-01,74.1376,9.0653,-32.4445,-33.9808,21.9114,-17.4903,-11.2262,-0.8658,15.5581,-24.939,-19.6928,14.8611,-21.7357,-21.5234,-1.6633,5.0133,-27.2488,-19.9884,12.5507,-29.6717,-30.3198,4.6359,32.4077,-17.0791,5.4727,0.755,-16.2618,-21.3927,-8.6798,19.4518,-13.4649,0.476,17.0651,-10.8142,-26.5475,-8.3812,31.3882,-20.7303,-66.7773,42.5794,-34.3482,-20.305,-3.1769,0.7215,114320758.82,95496258.5636
2019-12-01,73.1762,25.3055,5.359,14.9754,22.3635,21.5235,-4.435,2.5337,26.9791,-16.0651,1.6983,15.8046,6.0439,-19.4433,-12.125,21.9668,-2.6299,-6.3955,23.1464,9.1001,-26.9232,-5.9801,48.3977,-57.1962,7.431,5.1586,-4.9079,-22.9054,-41.8,14.7781,-8.4752,-21.9271,11.5665,-10.1932,-30.5216,-5.4383,-5.5967,-31.1771,-8.9512,-4.303,-16.103,-21.1043,-3.6557,0.7232,125047455.8265,104507353.579
2020-01-01,71.2428,37.4282,-16.261,-9.762,39.6346,-5.9912,-6.2546,-0.9384,28.3868,-5.3672,-2.1651,23.7339,2.0537,-18.6859,-0.7616,17.3853,22.868,-11.0398,20.329,2.7543,-33.0969,6.1749,48.2662,-52.5669,12.3601,17.1595,0.4601,-10.8787,-5.9752,-5.8622,23.9463,-7.6248,0.5372,26.4653,-30.7794,-11.9737,7.6836,47.8697,20.1962,21.2031,10.3557,-22.479,0.8848,0.7209,10704076.6717,8829337.1785
2020-02-01,71.6207,34.1915,-2.5324,3.8966,45.8832,11.7567,-13.6238,0.2552,16.6655,11.2582,1.6247,11.3561,14.0256,-20.3836,1.9809,4.1126,8.7667,9.2291,-3.5332,32.0714,-23.6643,13.606,37.6187,27.993,-22.4408,1.2199,-0.7202,-19.599,-5.5514,-4.326,13.8864,5.8217,-2.946,0.0486,-29.4991,-13.6433,-45.7742,21.3874,32.2701,-21.6497,13.4614,-27.233,3.6235,0.7254,20563323.101,17375891.0116
2020-03-01,55.7715,-2.2982,4.7586,-11.3229,-8.6139,6.8342,-47.7245,0.1168,-14.2578,-28.6072,-31.5822,-15.9826,-32.7512,-50.4171,-11.929,-10.9553,-20.6006,-15.6496,-12.2963,-28.2511,-52.2658,-0.9868,-24.1362,-60.0849,-77.6003,-16.9787,-65.792,-45.2856,-46.2244,-14.1135,-53.6267,-48.5332,-13.7276,-61.3951,-69.1276,-13.6811,-50.0803,-79.7549,-42.7026,-67.3544,-77.2484,-45.0932,-14.5772,0.7284,29312692.3998,26165464.2782
2020-04-01,46.8893,23.9151,-20.2967,-26.82,5.4552,-31.8065,-34.8421,-1.4527,6.8273,-50.9121,-53.7323,-5.0526,-51.6953,-58.8179,-12.1967,0.2928,-38.7255,-45.578,3.571,-30.9304,-51.6227,-5.3327,18.7806,-91.9424,-88.5687,-15.3982,-91.9424,-94.4531,-27.6073,-24.13,-78.4317,-88.9088,-17.9008,-78.0802,-88.9088,-34.4537,-28.8656,-82.7318,-58.0624,-52.8617,-97.6952,-47.9658,-22.6522,0.7262,35971229.0723,32420159.6603
2020-05-01,56.0863,9.3846,4.734,8.7861,9.8481,5.1702,-30.5525,2.69,30.3186,6.052,-0.2026,24.7058,-29.1368,-41.1964,-8.9202,47.0427,22.8738,4.8132,49.5586,-58.8848,-40.8625,-4.7316,22.4072,-4.5892,11.9596,-10.9382,-14.6257,-48.5137,-25.2891,32.5291,-12.984,-35.6471,32.4895,-18.2843,-74.1324,-39.6431,32.6592,-33.7292,-66.7816,42.8678,-40.2218,-21.8297,11.719,0.7278,42787578.6226,38328977.2214
2020-06-01,63.8966,7.3653,38.3195,2.0908,6.0187,22.1928,-16.5956,-0.1163,31.5549,50.2356,37.4186,26.1961,23.0097,-21.3044,0.0248,49.7458,62.4814,70.8031,38.5882,6.231,-12.76,2.9088,39.3048,57.6444,34.397,42.0322,49.3729,-30.5125,1.5281,20.5648,-2.7468,18.5195,11.5154,8.7551,-82.1664,-25.6361,11.9976,62.4733,21.5161,0.2695,48.613,9.4567,7.5471,0.7303,51721992.5053,45093801.3698
2020-07-01,67.2466,0.0322,20.4417,-8.8597,2.3268,24.6426,-9.6639,-1.2128,8.8376,33.2707,-5.4191,0.1068,25.5315,-38.3713,0.444,6.426,35.7143,-21.3169,-3.4028,4.0145,-60.9401,8.3866,33.8277,52.5213,16.7893,7.0422,52.1623,-29.0393,-0.9731,5.9608,27.1235,8.1229,6.8168,31.5332,-59.0243,-10.5371,-23.7393,21.0109,-10.675,-26.1183,27.1575,-77.2212,-10.3864,0.7337,59384899.86,52210717.5969
2020-08-01,63.2483,-11.3541,-31.249,-43.1558,-12.3917,-37.0777,-37.0824,4.4336,23.4718,-27.1758,-41.8778,9.9976,-12.7524,-52.8587,0.2734,31.1669,-28.7255,-39.7584,35.4904,-31.6596,-36.371,11.832,62.9124,-12.0538,-24.3809,-7.1278,59.5332,-85.6846,-7.6199,15.2377,-13.2874,-48.3609,31.8051,-11.1051,-52.5472,-34.2252,19.7289,-67.0055,-95.242,19.7289,-56.522,-90.7549,-6.294,0.7366,67714075.3089,59678294.8019
2020-09-01,69.6123,6.2258,17.5244,-9.0266,14.9055,3.1689,-24.8192,-12.6162,18.5635,18.028,-11.0289,5.6687,16.7795,-35.7782,-6.3354,11.5462,14.1361,-15.1052,4.7494,12.3642,-41.5634,-10.191,44.4388,29.669,-2.4811,0.2185,41.0899,-23.5084,5.1369,13.7417,41.6288,1.3634,-8.4542,38.1446,-49.8019,-8.3873,30.9207,-23.0279,-38.3049,6.221,-5.7687,-74.761,7.2809,0.7391,77674662.5797,67581690.3718
2020-10-01,71.6592,36.2721,50.0428,36.6971,28.9397,49.1287,-17.8082,-1.7837,19.8452,40.8961,19.955,4.4701,37.9056,-22.5006,-1.6116,7.6597,40.8652,8.6683,3.2745,46.8144,-27.3457,-3.3884,37.7653,46.5628,29.8744,-5.8544,22.0183,-15.5346,2.7305,7.9508,8.8492,7.2748,-1.6917,15.8775,-38.4334,-19.7297,-28.6368,15.2676,-6.9643,-55.6898,12.0952,-20.8412,14.6237,0.741,86554580.1802,75741199.0175
2020-11-01,70.4426,31.4087,34.6732,3.1192,33.1776,20.5703,-24.0984,-1.4198,29.8523,9.2643,-28.7323,20.4654,14.5629,-31.9393,0.0391,31.9702,16.8749,-48.1204,35.266,22.8656,-43.731,-1.033,34.3455,-30.8057,-30.914,2.6695,9.2616,-10.5714,12.2438,8.8228,21.4935,-30.1727,-3.9244,-16.1541,-54.7316,-21.6326,17.1871,-23.4663,-35.7941,-39.0605,-11.9286,-40.6049,-5.4654,0.7431,96560086.4933,83935086.9283
2020-12-01,70.4931,6.6997,-6.5969,20.9648,9.5909,-3.0028,-9.0124,0.3267,25.7023,4.6193,6.3345,19.3162,31.4566,-27.4728,1.5871,33.3882,20.6931,-1.5004,32.7792,59.6096,-46.6925,2.248,52.3178,-30.3099,-11.6961,20.443,26.2088,-17.3441,6.7776,5.9892,30.7752,26.4706,6.0402,35.9112,-50.5103,-14.9207,-2.5028,46.2897,25.9923,-5.5314,30.3683,-6.3167,3.223,0.7441,106966724.6332,93224020.087
2021-01-01,71.5197,17.7975,-2.9205,-15.4082,18.7352,-24.7673,-22.8911,-4.3245,20.3339,18.5357,-23.5123,13.6471,5.465,-33.5231,3.2836,15.7407,27.8444,-27.4286,16.2676,25.9715,-48.8788,3.7445,36.7059,39.6692,-32.1736,3.9967,22.3186,-22.4525,20.4903,0.7561,2.4206,-21.2856,-1.2469,-37.4005,-49.3824,-16.5608,25.7315,2.7481,-8.7679,23.4267,2.7481,-6.7214,-2.3048,0.7812,9257590.0,7934508.0
2021-02-01,71.4757,10.1259,-0.5142,15.1791,13.1108,-5.4652,-4.0769,7.1515,17.7627,39.0739,4.8654,8.5074,22.4407,-30.3991,-7.3133,7.0504,58.1526,14.2182,9.7765,45.6822,-43.09,-10.4409,59.7898,69.8427,-23.6552,6.1613,22.3239,-32.8076,-8.6357,-1.2841,15.0231,-8.752,-1.1224,16.4576,-48.722,-20.7278,0.7087,-0.6444,12.3359,0.7087,-9.2612,-24.5362,-24.6997,0.7852,18538794.0,16062701.0
2021-03-01,71.803,12.1019,29.9346,16.7355,23.9504,29.435,-32.6224,-13.1137,5.5812,36.1598,23.1285,6.9195,37.4918,-32.2151,-10.7262,4.6397,45.2264,22.3765,1.7248,51.1925,-36.4597,-13.0098,0.6602,53.0607,35.5545,0.1737,48.2557,-8.166,2.6943,-5.2467,3.0407,-28.1904,-15.4424,1.7558,-55.25,-15.2404,9.6387,-9.0937,71.8632,9.6387,-7.0912,-52.7781,-22.2335,0.788,29209375.0005,26517211.5594
2021-04-01,70.879,30.5742,1.0542,-17.4141,36.0006,-7.0621,-20.2237,1.8222,18.6936,3.1191,-10.7548,12.6748,-0.9364,-27.8938,-4.5028,2.4416,27.8087,-15.5488,5.4359,12.4694,-31.468,-0.6741,37.5634,-43.3566,0.7818,0.8688,-28.3092,-30.1098,-8.954,6.8648,0.9509,-11.0806,-3.5487,7.9334,-57.6312,-21.9338,21.893,16.4301,7.4104,21.893,22.4193,4.1511,-19.3939,0.7862,39343962.0,36003921.0
2021-05-01,73.627,40.7194,29.1337,3.6321,41.5244,17.6184,-3.5876,-6.009,21.4047,25.6381,-13.3587,13.0569,26.5658,-26.1849,-7.3453,6.9389,28.7967,-30.743,5.3127,35.8427,-39.2584,-7.5652,37.4513,37.2221,-2.2006,-0.0613,49.876,-20.4781,-10.4206,2.7595,-21.8064,-6.2876,1.4158,-20.319,-36.5173,-1.5638,12.5844,9.8622,-8.9311,12.5844,-19.5336,-32.4634,-7.5952,0.784,49305714.0,45590408.0
2021-06-01,75.2851,28.0492,8.6385,4.6365,23.651,-4.0635,-22.061,-4.7736,19.9649,26.826,28.4295,10.263,21.7198,-14.7781,-3.9995,4.3605,22.9201,30.0879,-3.7993,21.7591,-2.0011,-2.8042,47.6824,60.2937,66.8701,19.7303,54.6276,-11.5891,5.9394,-0.7262,22.734,9.0141,8.7722,29.9233,-28.8918,-2.4751,10.8695,17.1123,6.2427,10.8695,6.2427,-67.6747,-52.4616,0.7776,58139937.476,55868907.7365
2021-07-01,71.4449,14.0846,8.7,23.4865,17.3398,31.2445,-1.655,-2.4557,24.4776,-11.3852,-14.9792,22.946,-7.117,-22.5951,2.6193,17.1004,-1.3149,-45.4312,23.769,-22.1314,-42.8868,6.486,53.0203,-46.3496,-15.3505,29.555,-26.7664,-3.0173,10.6559,6.4091,-15.9102,-2.7244,20.8278,-12.8156,-28.5063,-0.2558,24.6906,-15.1618,10.175,17.3906,16.7016,-45.321,-28.2375,0.7746,66973806.7565,64618103.8487
2021-08-01,71.0972,19.1657,28.3228,14.0408,16.9272,30.8209,-5.9856,2.6055,17.922,8.6127,12.6697,20.5728,18.3271,-17.5155,2.3717,16.6783,-1.223,-4.9027,19.682,-4.7334,-25.1992,8.5405,24.1115,16.8008,57.2356,24.0253,59.1221,-9.5349,7.1229,23.6479,-14.6863,-26.3282,29.3341,-18.7368,-22.1143,-3.6702,-7.8919,-18.606,8.4797,20.121,9.4555,-43.0549,-46.1613,0.7737,76893588.3357,74326477.2483
2021-09-01,73.0,12.1839,39.0431,27.9425,19.8889,36.8934,-8.8029,1.4617,25.0414,17.9477,13.1159,21.0153,21.9341,-14.3507,-4.825,52.7259,18.2042,9.6301,33.8579,31.9586,-6.0873,-4.5853,9.0128,-11.3306,10.3535,8.9246,-21.2537,-15.1083,-2.8612,11.0703,16.7875,6.6662,7.6331,18.6783,-30.6689,-18.602,-26.9996,29.9492,-8.404,1.0133,46.4691,-67.2347,-22.1465,0.7754,86825765.2059,84267172.2276
2021-10-01,71.7832,-3.061,41.4378,29.1158,1.8865,46.4297,-11.7123,-4.4895,7.8923,10.6262,24.3414,31.5995,7.5914,-4.6254,1.9918,-22.7467,-33.9883,16.1586,37.4694,-35.4831,0.9101,-7.4235,69.925,62.6015,38.0222,63.1845,53.4877,-11.1682,26.7675,16.9651,0.4123,-9.8748,14.7452,-32.8883,-30.2774,-4.7327,25.0722,3.1169,53.0891,25.0722,15.8069,46.0121,11.862,0.7764,95512135.6786,93588981.7278
2021-11-01,73.1002,-4.0455,3.6867,-5.5337,-4.9996,3.2047,-14.5528,-3.6376,2.457,22.5392,1.6065,7.27,29.4274,-21.2989,3.8034,20.7192,14.5441,-30.3419,17.7384,36.2477,-41.0728,-3.8257,-19.5848,54.578,56.0738,12.6488,43.1715,-6.5992,26.3405,17.038,0.4207,4.8573,11.8616,-8.2568,-35.0576,-2.7874,-37.2489,60.5323,47.0098,-44.4094,79.4848,54.0868,10.8247,0.7767,105953688.8234,104590865.8475
