"Valeurs ajoutées en volume (prix chaînés, base 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3,2022:4,2023:1,2023:2,2023:3,2023:4,2024:1,2024:2,2024:3,2024:4,2025:1,2025:2,2025:3,2025:4,2026:1
Fabrication de produits chimiques,,,,,0.018501628415952376,-0.06558140447406706,-0.05045353659451975,0.055810558771898444,-0.09705443367868104,-0.175571356540013,-0.05585806693781005,0.021339757963662092,0.14055831075701675,0.30893015829454396,0.16264780431429615,0.09801260283628348,0.06929942525616502,0.0632827897719126,0.09546475896209959,0.11027342554127934,0.11585897183880008,0.12148262861700801,0.08127848158445936,0.0938420208214248,0.12872198299061924,0.08868539525094811,0.15248704258434018,0.11927567669672735,0.05786851659523556,0.009969343315868696,-0.10366110687973487,-0.09871751892597405,-0.1625412942802941,-0.16575121551151897,-0.0744257487405781,-0.30824993493363695,-0.1766421705362765,-0.3148650339394795,-0.09742279344256638,0.8315351888034218,0.12126279097246256,0.32788685584335714,0.3001126007835107,0.0033982014814011776,0.027024037480436046,0.05620753639176856,-0.05448260535865292,-0.11272217142790801,-0.019542659385028555
Fabrication de produits pharmaceutiques de base et de préparations pharmaceutiques,,,,,0.017924937638765417,-0.02334153305595332,-0.028164486452260256,0.01269114227010181,0.005801452525362894,0.04015194822775434,0.00673874700114952,0.010943203988707993,-0.010298289866154147,-0.009262026229630873,0.021088311873383742,0.04918454534169439,0.05411086926469305,0.02022913489853042,0.004455154653303975,0.005855052261746602,-0.024667719038942975,0.036159164936432744,0.033269447056312,0.01481343813485826,0.08463497224287175,-0.0485021653820204,-0.014680020353005602,0.04037906551339523,0.0024792091790672424,0.10262645682193208,0.038192287232407675,-0.003321091703776414,0.05526988617677755,-0.0011706313557676021,0.10495035307707477,0.07404779071870915,0.004840291553260174,0.12038315560141473,0.05731076905305449,0.03763869470147659,0.041906721110941764,-0.01089782018508752,-0.02137370707682673,0.03727772955921039,0.0496960066407241,0.03419536959841841,-0.07150698853011264,0.12523875109582588,0.021172797381431824
"Fabrication d’articles en caoutchouc et en matières plastiques, et autres produits minéraux non métalliques",,,,,0.04333182753156934,0.033848373738639276,-0.032692755398230314,0.07294430872235096,0.03858020093967532,-0.05242862107399137,0.07425498693793789,-0.024964452413667102,-0.016585152146051087,-0.02265979398846621,-0.02855086103313535,0.04134590631397464,0.03491983040539617,0.12374493326748791,0.04864964316150467,0.02690011967858275,0.13818235237893922,0.14278567425789648,0.1026560979389099,0.10379058856444232,-0.10116138244241552,-0.5300870001392983,-0.09795875314950647,-0.11596095767591727,0.04581464983430375,0.5348876313146271,0.11398345011245896,0.1475143743426357,0.017857844148003458,-0.06009952935038233,-0.13563405713096807,-0.10102072665903772,-0.021427532509367006,0.03171328808779722,0.12830628120907625,0.046358655612645815,0.0012642324367125085,0.07126321911150976,0.026880550370797462,0.08996423856834068,0.04166257013811498,0.07005622641481139,0.12473988865070075,0.05439164797285913,-0.04911745144467218
"Fabrication de produits métallurgiques de base et d’ouvrages en métaux, sauf machines et matériel",,,,,-0.09793612459857824,-0.05987624128644642,-0.031732959078771474,0.08326312264406241,-0.03702587042067731,0.04998657758001874,-0.010029767726505566,-0.018935269138031428,-0.1067436136990211,0.01740390510864326,0.06619052256631269,-0.06648480720973857,0.06643727546378067,-0.06325029692688543,-0.02302316730344377,-0.04966387027650976,-0.02087313081446598,-0.005930818237821899,-0.029624907307062832,-0.0042173057199650366,0.023540950407263714,-0.3179498707886312,-0.0866191116035843,0.02582067061338248,-0.005822965851562614,0.3303826183693801,0.059702362357686174,0.18612858261900855,-0.02744661204425426,0.038331212215040746,0.04426562984443951,-0.10574543925959051,0.015126391449339173,-0.0677862319150913,-0.057985757832930085,-0.010427644182632709,-0.03648176687513068,0.01580272782654085,0.035069084395613334,0.017970968688401923,0.020460646356906764,0.04179735469680883,-0.053896526634504595,0.041604427323272436,-0.027520680729913236
"Fabrication d’ordinateurs, d’articles électroniques et optiques",,,,,-0.00128568585045583,0.0005598112061036712,-0.001647283232467969,-0.0008334565525053064,0.0014822291979465483,0.00029167835729954116,0.0012465897361518786,-0.0025601961866003535,-0.0044624843666108815,-5.15938845719223e-05,0.000292375298458495,0.0030418470476320557,0.007887888575223974,0.006302294631946015,0.008402647508229551,0.007678710410203036,0.009801496920713786,0.0041736623353339835,0.0030432131487850523,0.0009375809228350395,-0.003963033536691821,-0.0014401024198416712,-0.007064034934599892,-0.011857148831028546,0.024876330994452984,0.042505823001619314,0.03610180835243909,0.01612987103389507,0.003516367420270971,-0.003132145736814538,0.005985126028793087,0.033710262289499006,0.009559812658876718,0.005813404318105035,0.02532621348998702,0.025253250087702458,0.020996039591623886,0.020223732412023483,0.009201534671821202,0.015799405907127518,-0.001844253167011882,0.010750183903530454,-0.0016108259109705212,-0.015359231414032427,0.0071390923291082325
Fabrication de matériel électrique ,,,,,0.02914711670905543,-0.019746595376100323,0.020326677351088056,0.005645290360559161,0.014956406015934546,0.00752683251174663,-0.019491837428432815,-0.0032837803045753493,0.021405380159103968,0.012987235043582821,0.006304029913545578,0.03742783450030533,-0.020150984798738305,0.022543267559628953,-0.003009171606373362,0.021836377994938216,0.032269132321739565,-0.0038753250318731055,0.029127809912711883,0.03272816930220011,0.00339105668607731,-0.1773996961744267,-0.02209286804906071,-0.0744498230970418,0.027481121478970572,0.214197410112157,0.0981918951756101,0.00945704205740043,-0.0072837300670640145,0.11888037517226832,-0.043928513011927135,0.09909949696939278,0.07983957536364376,-0.007915345594754696,0.05987546812663319,-0.005850777497642428,-0.03890703718869381,-0.060057341830281594,0.01739886404775756,0.05985244224442375,0.08593971757596384,0.13780505805954982,-0.015054170753317973,-0.05310439471239429,-0.06644286408405098
"Fabrication de machines et de matériel, n.c.a. ",,,,,-0.0060550819641796575,0.00834259223531378,0.011656955267818927,0.007387318388773474,0.03165083344877247,0.014333875468207974,0.010399630868931453,0.028145040385496888,0.021545084213262768,0.0030711633752459624,-0.0037567184787054334,-0.017907773550886654,0.006518545126070374,-0.005203300530262042,0.0004685846769412322,0.02025393707302564,-0.021432259492053206,0.015779998564476136,0.015522026422434356,-0.012651382409016814,-0.006039178782120114,-0.12466375989565162,-0.01528530122812796,0.0027243750508432994,-0.00962846056883935,0.12528852105211935,-0.0002461307584238791,-0.026898239493246205,0.01332791813362847,-0.00399911324344497,-0.014575653324903673,0.017134243446014948,-0.008131416384866327,-0.006455142835865724,0.0010836095863855104,0.0005044479232076471,-0.0011498315522542226,-0.011437347522782026,0.0427015385098959,0.020735495302981945,0.014686432767544673,-0.0568889341825749,0.003171475781029003,0.007027748968133024,-0.0005519560552150194
Fabrication de matériel de transport,,,,,-0.042566439680782,0.12084662316376105,0.09112813444151738,0.19830164657614435,0.17467913395839138,0.0902734340269702,0.1431971163628202,0.0855647905017942,0.11027144296754114,0.12735737732943236,-0.040686004857461544,0.14928622665769262,0.15471540511352996,0.1114934204340665,0.16558086052982152,0.11798412944461219,0.19080214066917087,0.19023919675151985,0.11749048264069446,0.0746581164359806,-0.10732505297511273,-0.6594616190241527,-0.044163328091931624,-0.14633951885585952,0.2385065741809937,1.0103367721203766,0.22401368148677847,0.37310162121285995,-0.019458104127078102,0.13469791345697757,0.17821679161319945,0.13153171734777175,0.40465886426401537,0.014766664167002062,0.08475422195747755,0.40081782355187373,0.02182285205320235,0.31010756563388925,0.1966540123853477,-0.09676545342709607,0.06797440668404632,0.21369920077660434,-0.02044671761202631,-0.2029068562372616,0.12575956354997944
"Autres activités de fabrication (y.c fabrication de meubles),  réparation et installation",,,,,0.08358984295537142,0.13192672817977996,0.11736246203888269,0.1199654703352293,0.053591437786402955,-0.11789021270500352,-0.07687010332398111,-0.016996377339827205,-0.0742468479375675,0.10869031786411591,0.0014494999310597477,-0.023839156226931783,0.13807707067180938,-0.11200422242515448,0.02310083001650353,0.0009243441726151551,-0.0816051781229159,0.13221719353378264,0.016331342292971056,-0.010127764180028183,-0.059007631833057114,-0.3516152634749591,-0.10752817024063016,-0.09524564435339933,-0.0995270210694136,0.20210107977009298,-0.06748984857501251,0.08992987497209401,-0.0027090669153820614,0.07423480282288733,0.06906927430481545,-0.05363013103783138,0.03538175664658672,0.045566776201189665,0.058947492010352896,0.03531474398818805,0.014866236646774963,-0.040098480420878664,-0.08523710957491291,-0.01991252104310739,-0.06905127145719818,0.02529302072036632,-0.011404947781685326,0.11385694488050378,0.0597439477666205
"Distribution d’électricité et de gaz- Distribution d’eau, réseau d’assainissement, traitement des déchets ",,,,,0.14748348026874586,0.08500790137113451,0.12950721385903394,0.14350480891694362,0.03224033355019639,-0.030492261718136637,0.14190445225817563,0.05302749563531132,0.033316457826723656,0.17249282156954795,-0.041697473396530106,0.203847647134715,0.2892697211424232,0.15818252628016255,0.28311170735008423,0.37363619785507746,0.6067677452923073,0.6109581010580305,0.41614696739878343,0.1946594242166101,-0.042920354193911006,-0.31666103493902686,0.11399050555619762,0.08127224146442244,0.08407540711248415,0.6105377360922205,0.19226038217475677,0.3119533495618661,-0.02978241408691417,-0.08848340023915452,-0.1582829278093989,-0.3083862853515234,-0.23907986968996472,-0.18728376605673613,-0.17719697562118528,-0.15007086473211945,0.15277299349261955,-0.06179610340435038,0.17509094184794688,0.23941535802968117,0.0015076828238521772,0.09564519822884623,0.024533308798378256,-0.05933862124652389,-0.08495649956800415
Construction ,,,,,-0.10841770774158346,-0.011342017699139704,0.05972549694083696,0.3521749807894912,0.4834686243191883,0.325532929777663,0.22803321866621853,0.01651666094216343,-0.01607149563542597,0.019100529053852653,0.15943273225329802,0.14390605351811342,0.2215612986862118,0.2616086858911244,0.039007310086709705,-0.21851500889967618,-0.2687481219636412,-0.038928671819265716,0.1385397774550635,0.26679980679015863,0.18294068166354752,-0.6009057858157867,-0.48609921350405794,0.03052221173447491,0.0030524762095345366,0.6153901718897743,0.42327119537492136,0.06144693674983415,-0.057217746011714234,-0.0639944113429711,-0.2749267967528518,-0.3857228616826526,-0.1253360708188789,-0.08957650212520578,0.10051058313881035,0.20993737882006142,0.19360272543477708,0.25655303342431524,0.4440922931047528,0.44589161494271345,0.40051737306015933,0.429862191435325,0.36341422022062003,0.3248226735236177,0.08456633292503124
Secteur tertiaire,,,,,1.170889921305852,0.8768819832173624,0.9903997846646744,1.6406635744530922,1.3061197581247612,1.0763680666075255,2.1496611864297965,2.2478928483015395,2.052151146722336,2.293609815007041,1.3859349389732505,1.295778518348392,1.3591869877771299,1.582946391116063,1.5193374340504635,1.6252080963914786,2.066025379191538,2.7337261806373996,2.0124658700785085,1.4595504996188,-1.0265243191805462,-7.538830283541092,-4.739468033344413,-3.452191062491786,-0.84646619716529,5.837540019993634,4.203552699272601,3.3883036488071383,3.0895724513377876,3.862689402140153,3.730993184687542,3.387601237157564,3.5946116165684807,2.9813457400031336,2.3852866338575067,2.4553306347918213,2.6089614449861984,2.823210833527567,3.243151134842396,3.432619385210742,2.4076636989146474,2.4242346821698497,2.052852286121167,2.2020743856962457,2.306250493907136
Commerce de gros et de détail; réparation de véhicules automobiles et de motocycles,,,,,-0.22769564539118595,-0.14944401110911065,-0.04223239163513023,0.5493179065062554,0.05751210282094541,0.030050339778785348,0.31908005790993915,0.5697273478447028,0.8401539773210135,0.6702226283604975,0.2671647645511539,0.11028706714229702,-0.22381133212845367,-0.09714978100692505,0.11657745313409038,0.12296466569010205,0.15247292356800332,0.4104814911643815,0.2565795169076143,0.016972887694370255,0.04539290372964333,-1.6337983572113035,-0.6368955843802173,-0.3764944561976512,0.04847246751298639,1.688505842560501,0.7925370779575812,0.7111369360603446,0.10806417449172363,0.08388401221563259,-0.19189564637890943,-0.2393019836033531,0.3005157591233209,0.293006725622314,0.4006878397422364,0.37406770109893267,0.3987352380502882,0.3256450813966376,0.46733422371893607,0.4360343640983801,0.517680441776245,0.5175256972444446,0.38288285842536207,0.3680416764784848,0.44539722205186183
Transports et entreposage,,,,,0.19369334594924478,0.18486120736156264,0.1974897403956281,0.23337950687276862,0.12329519107601117,-0.06817205157219454,0.07715875664553416,0.025499882446127258,0.05392576801245568,0.1294792634854215,-0.004255203678692636,0.00837709112430201,-0.037381744244547134,0.1253772778976125,-0.0785013928193934,-0.07849104625601457,0.1379172063729139,0.36204177726631037,0.17589218244955676,0.03991695578088806,-0.1923661658202714,-1.8004279135675458,-1.1790250669424422,-0.7676819717276596,-0.6301986197218231,0.8863749362735874,0.7827075423868727,0.3250021290523475,0.09013805039420082,0.1900135986803264,0.06304206438084996,0.11340406878207739,0.2686626651813796,0.2049477108202536,0.12750788329605056,0.18994243736858124,0.22245290311469387,0.2712457398966649,0.25723492031534595,0.27446940026388184,0.11474003758006858,0.12734336931972404,0.10215706412437242,0.1273433116504329,0.1301569962131341
Activités d’hébergement et de restauration,,,,,-0.04061458729681129,-0.1966449023366374,0.024726788787437056,0.020796770704253693,-0.0002833674093799143,-0.07904931283479873,0.2430573889563687,0.25193114985345044,0.33920389121195915,0.4715084580801092,0.3150451759624085,0.3213940596978347,0.31919034124387125,0.27666069235719876,0.1543215347054068,0.21837133085240926,0.1580555247368506,0.26890748988315144,0.06027398384685528,0.09047431295162728,-1.1394573407814232,-2.8953566461234095,-2.439937709952917,-2.382018828587585,-1.0385027636928128,0.9113035406547293,0.8143885744790684,0.6603558952359572,0.849217067612095,1.3558143959882756,1.7066129901726526,1.704084836733869,1.455728773807123,0.9957807823334524,0.434552295036965,0.32755225732604665,0.08176850220405008,0.329663545215957,0.4482371590262222,0.48179574968839245,0.33646910288358733,0.4015150167101262,0.2734953089306972,0.16378053395363873,0.334047148722043
Information et communication,,,,,0.3003488895516467,0.16499360500765956,-0.012533954645288661,-0.1665007814552474,-0.04305104505583494,0.11492660295842766,0.22959644475409555,0.2883424508803705,-0.04074325620127965,-0.057737809275678245,-0.058791531416849445,-0.06454299513704995,0.10494140708968978,0.10229681163447578,0.0870137188115842,0.06533806041297098,0.09275883532407814,0.044381414973425695,0.04632599932071477,0.07053943964739175,0.18021258403654142,0.1049796798670509,0.07654128999073723,0.15788853643884654,-0.09610493760424921,-0.038048639364645406,-0.003468785107383668,-0.029827970323595607,0.12851781355509098,0.12729407701952822,0.12870365690914692,0.0013979980562239087,0.130871136055805,0.15108746534891637,0.10709256357332719,0.1463886724063655,0.07960551920394067,0.054926544313145566,0.04905862165253736,0.090678216760668,-0.040538585139741935,0.006433938962658185,-0.015388817438856438,-0.0003715454033118321,0.04457577665552876
Activités financières et d’assurances,,,,,0.14290322904232397,0.09519211590861103,0.07136377178096445,0.1322440566452554,0.16707546981719185,0.22228400678930488,0.37401033699240394,0.23553540347033064,0.21368166432085497,0.2597267309319121,0.07558279722575348,0.10231228154404311,0.13198826058595267,0.014555625194735956,0.05232732469149225,0.11587124552146381,0.20437429730243495,0.22504748974354308,0.2521572326809676,0.24053633131071323,0.0023360157407791796,0.04738371297043821,0.021465701532919806,0.03509140214123331,0.09541201047823253,0.19158123484987308,0.17621412628579305,0.19679893091944423,0.41635741390306613,0.44673688479822804,0.47119942377019325,0.425312715828959,0.32623817418580753,0.24385855227977146,0.25183806319995083,0.31242654777077844,0.3925883734739479,0.3583009260198971,0.44134998905780864,0.469498347783621,0.27525356681845564,0.2369096704753295,0.2709678388324228,0.263838126197874,0.3714564557417255
Activités immobilières,,,,,-0.053974083632299386,-0.008273039932542671,0.03568975444426026,0.07957725102897488,0.16379808087879374,0.1878622717665097,0.19762920485211394,0.19335837460849237,0.11090577030726481,0.1031664058407238,0.10245107332031417,0.11373036921050765,0.2096305292459429,0.22161672421037398,0.22383831343433488,0.21732754349086802,0.16551873314455876,0.14463707475843543,0.11592110589123335,0.07875254000167903,-0.05524683180398495,-0.0710888657934499,-0.06354068291993042,-0.03957600492430913,0.18178346744496968,0.2417494725291641,0.2463898518090536,0.21923590642327212,0.031687018443235626,-0.003163247894725372,-0.02396476320420467,-0.0025045404314222256,0.17253576848636837,0.19256027400688572,0.1816593121906746,0.18521380453252032,0.18561281229394846,0.16924344404185973,0.16380999430273002,0.15602264618455294,0.18074927785467243,0.1795534626250644,0.17811776880474794,0.18092610307977428,0.1261817263065706
Recherches et développement et services rendus aux entreprises,,,,,0.47055934003292765,0.39532147798676504,0.309455268071459,0.36698952019339015,0.3811127902487674,0.2122119752071717,0.24272058210522318,0.20983993572961643,0.10304328868927397,0.27606098664998213,0.2293190061701249,0.2128998029294259,0.2480928856868629,0.2965319768150275,0.2793108351138571,0.2533097772428745,0.35045480785482624,0.49348183510971466,0.38054888692567235,0.2951542132084866,-0.09309718605312688,-1.4144040997630334,-0.6597231734855288,-0.35684968470127454,-0.024930195366513506,1.101003358379355,0.4510387639870622,0.310414586416644,0.40764868399063564,0.5810310603409995,0.49419448542193456,0.44081532846519117,0.3250107540493317,0.3533821758773979,0.34182156838572575,0.344853973139406,0.29790427611812725,0.28541057585318397,0.3169887704897622,0.34529106894703254,0.2056981201096971,0.22152729564336687,0.14708742748172704,0.17486923792114203,0.10131976650170818
Administration publique et défense; sécurité sociale obligatoire,,,,,0.30920027156927293,0.31420988311358167,0.3247133560832533,0.3340807313725952,0.33634581217141474,0.3399758370110591,0.3433123442955072,0.3444474354874526,0.3472987563199011,0.34781660581855134,0.34458400738517964,0.3454254794698715,0.30516236677203656,0.32152440235672947,0.3565423294766566,0.4039715294231351,0.5525314295119618,0.5892473020805465,0.6071147816858101,0.6042116185238134,0.5070117559690256,0.47641527743627743,0.4711847784033177,0.4728949883195011,0.4994395045891926,0.567370026282232,0.5352095988530808,0.5196369110455935,0.5455882157622318,0.5307068166978262,0.4841822182692357,0.42183344281980123,0.24259878763886195,0.19825003869406133,0.18685003281048004,0.20621459571081102,0.4810514746951329,0.5236041761417197,0.5601648986514892,0.6031879145175272,0.30518281113383133,0.25934639411017396,0.2528045273114815,0.4118578764161742,0.3052912805389625
