,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolution de la consommation régionale du ciment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(cumul),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
En  1000 tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,2013,,,,,,,,,,,,2014,,,,,,,,,,,,2015,,,,,,,,,,,,2016,,,,,,,
,2000-06-01 00:00:00,2000-07-01 00:00:00,2000-08-01 00:00:00,2000-09-01 00:00:00,2000-10-01 00:00:00,2000-11-01 00:00:00,2000-12-01 00:00:00,2001-01-01 00:00:00,2001-02-01 00:00:00,2001-03-01 00:00:00,2001-04-01 00:00:00,2001-05-01 00:00:00,2001-06-01 00:00:00,2001-07-01 00:00:00,2001-08-01 00:00:00,2001-09-01 00:00:00,2001-10-01 00:00:00,2001-11-01 00:00:00,2001-12-01 00:00:00,2002-01-01 00:00:00,2002-02-01 00:00:00,2002-03-01 00:00:00,2002-04-01 00:00:00,2002-05-01 00:00:00,2002-06-01 00:00:00,2002-07-01 00:00:00,2002-08-01 00:00:00,2002-09-01 00:00:00,2002-10-01 00:00:00,2002-11-01 00:00:00,2002-12-01 00:00:00,2003-01-01 00:00:00,2003-02-01 00:00:00,2003-03-01 00:00:00,2003-04-01 00:00:00,2003-05-01 00:00:00,2003-06-01 00:00:00,2003-07-01 00:00:00,2003-08-01 00:00:00,2003-09-01 00:00:00,2003-10-01 00:00:00,2003-11-01 00:00:00,2003-12-01 00:00:00,2004-01-01 00:00:00,2004-02-01 00:00:00,2004-03-01 00:00:00,2004-04-01 00:00:00,2004-05-01 00:00:00,2004-06-01 00:00:00,2004-07-01 00:00:00,2004-08-01 00:00:00,2004-09-01 00:00:00,2004-10-01 00:00:00,2004-11-01 00:00:00,2004-12-01 00:00:00,2005-01-01 00:00:00,2005-02-01 00:00:00,2005-03-01 00:00:00,2005-04-01 00:00:00,2005-05-01 00:00:00,2005-06-01 00:00:00,2005-07-01 00:00:00,2005-08-01 00:00:00,2005-09-01 00:00:00,2005-10-01 00:00:00,2005-11-01 00:00:00,2005-12-01 00:00:00,2006-01-01 00:00:00,2006-02-01 00:00:00,2006-03-01 00:00:00,2006-04-01 00:00:00,2006-05-01 00:00:00,2006-06-01 00:00:00,2006-07-01 00:00:00,2006-08-01 00:00:00,2006-09-01 00:00:00,2006-10-01 00:00:00,2006-11-01 00:00:00,2006-12-01 00:00:00,2007-01-01 00:00:00,2007-02-01 00:00:00,2007-03-01 00:00:00,2007-04-01 00:00:00,2007-05-01 00:00:00,2007-06-01 00:00:00,2007-07-01 00:00:00,2007-08-01 00:00:00,2007-09-01 00:00:00,2007-10-01 00:00:00,2007-11-01 00:00:00,2007-12-01 00:00:00,2008-01-01 00:00:00,2008-02-01 00:00:00,2008-03-01 00:00:00,2008-04-01 00:00:00,2008-05-01 00:00:00,2008-06-01 00:00:00,2008-07-01 00:00:00,2008-08-01 00:00:00,2008-09-01 00:00:00,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01,2009-04-01,2009-05-01 00:00:00,2009-06-01,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00
Oriental,114.794,218.951,351.97884,485.877,611.047,719.139,,905.723,1000.945,1120.296,1244.699,1375.661,122.693,235.272,367.1803,507.226,644.6,729.268,808.02,931.372,1006.632,1125.966,1245.643,1355.012,102.841,209.13013999999998,334.27272,454.385,574.24,625.21227,730.48326,828.264,909.019,1025.992,1139.555,1250.142,100.232,200.548,315.617,423.498,523.362,586.565,692.187,757.902,842.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fès - Meknès,85.55,169.66,279.80155,406.514,523.407,627.388,,819.032,911.815,1024.66,1132.002,1242.49,106.651,200.863,305.86088900000004,424.991,544.57,635.566,715.383,839.725,919.227,1044.47,1150.563,1243.454,98.877,199.25406099999998,324.338757,443.808,560.685,617.420209,721.123992,822.717,903.894,1022.395,1128.818,1221.595,82.553,165.508,244.674,343.963,450.177,520.907,631.323,70.794,803.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabat-Salé-Kénitra,126.781,260.678,420.46493000000004,589.434,748.412,894.886,,1171.442,1301.341,1450.633,1608.448,1767.525,148.098,294.17,458.01711599999993,621.309,786.527,924.312,1039.12,1209.303,1312.994,1477.911,1624.934,1768.198,148.314,277.128054,438.11361200000005,601.723,767.437,874.9642920000001,1042.186856,1221.317,1338.383,1511.813,1682.721,1840.324,146.466,285.483,415.163,564.535,719.034,829.88,997.902,1107.624,1239.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Béni Mellal - Khénifra,76.469,149.654,231.27852,320.096,390.999,451.264,,577.604,644.228,727.864,800.384,875.749,68.625,132.507,204.7088,279.011,351.786,397.278,445.026,516.611,579.011,661.153,726.033,794.451,56.284,113.21928700000001,188.618372,251.705,308.182,340.62130599999995,400.01773799999995,457.906,514.009,576.491,635.063,690.803,50.657,99.44,156.233,214.096,265.372,302.095,359.991,407.792,460.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casablanca - Settat,211.853,476.339,765.28349,1064.434,1336.684,1602.306,,2089.239,2310.83,2557.688,2832.562,3100.852,272.494,548.208,846.89976,1142.441,1432.557,1687.275,1877.173,2206.664,2380.603,2675.551,2942.646,3166.008,278.28,509.95496299999996,802.4423649999999,1065.627,1332.225,1503.148122,1775.5627160000001,2065.664,2240.414,2534.727,2810.861,3031.546,254.328,480.805,717.307,980.122,1242.637,1409.007,1691.687,1885.424,2100.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrakech-Safi,141.402,295.996,462.06744999999995,640.323,794.758,940.313,,1210.492,1346.131,1516.829,1683.23,1858.752,164.98,327.213,505.915408,681.578,851.34,979.817,1083.4,1248.125,1357.25,1509.356,1661.101,1814.561,141.636,278.62582299999997,442.52769099999995,601.643,746.207,835.7270909999999,984.7116339999999,1141.087,1255.858,1420.823,1593.49,1744.68,155.173,299.284,476.069,647.108,808.561,924.993,1105.123,1240.947,1398.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drâa - Tafilalet,36.818,72.252,116.19023999999999,159.232,197.017,228.991,,294.307,322.405,356.993,389.22,419.622,33.303,63.057,102.30526,139.328,180.239,209.921,238.553,287.024,319.92,372.961,421.589,457.136,30.547,62.49486,99.94974,143.251,179.996,198.95376000000002,236.00734000000003,271.743,301.535,342.133,381.933,419.624,29.067,60.454,104.415,153.584,200.82,228.968,277.901,313.604,359.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Souss-Massa,98.355,201.452,306.62459,422.462,526.299,620.329,,795.405,878.66,973.71,1076.707,1183.274,95.917,194.345,307.47206,420.844,538.32,627.194,696.104,812.217,878.97,988.073,1099.617,1205.633,109.705,206.867755,334.452245,449.836,562.401,629.47279,742.4480500000001,852.003,926.185,1044.372,1154.43,1254.822,101.79,200.13,311.909,437.215,549.87,629.701,759.144,840.067,933.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guelmim-Oued Noun,15.799,27.79,39.45426,51.836,63.452,72.356,,91.247,100.528,111.676,123.639,135.394,10.564,21.697,34.0874,46.351,58.016,65.511,73.961,84.217,92.18,104.94,117.848,130.777,21.9,42.83728500000001,56.18706500000001,70.044,82.235,88.64538000000002,99.60428000000002,110.335,119.042,130.096,143.659,156.491,15.562,31.657,49.728,67.368,81.311,93.755,109.158,118.887,129.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laayoun-S.Elhamra,32.933,62.885,94.7285,125.611,154.287,179.938,,234.551,258.188,285.91,314.761,345.525,31.026,64.986,100.64057999999999,134.446,168.543,185.898,203.981,234.698,246.897,269.542,299.913,329.676,22.025,42.601380000000006,74.1524,103.107,137.161,156.21478,181.96926,206.551,223.387,256.179,289.574,323.526,26.722,51.742,80.141,109.319,137.649,156.035,186.097,202.221,219.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakhla -Oued Ed-Dahab,1.72,4.016,7.969,11.795,15.22,18.633,,25.932,28.108,30.362,34.105,38.822,5.401,10.697,16.99638,23.009,29.537,34.484,39.535,45.965,47.554,52.03,57.789,63.771,6.878,13.63822,21.680500000000002,29.424,38.448,44.252700000000004,52.913700000000006,59.582,62.051,69.378,77.878,83.475,10.106,18.848,28.763,38.143,46.353,50.699,5.893,63.225,66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1084.332,2221.248,3522.84896,4906.21,6172.324,7337.161,8159.85,9479.14,10508.876,11722.774,12978.568,14251.482,1215.815,2397.561,3731.611249,5077.503,6421.451,7460.994,8307.488,9676.372,10509.302,11825.528,13036.825,14151.096000000001,1166.184,2230.490508,3554.711089,4807.543,6049.835,6771.6814620000005,7975.782487,9203.715,10071.639,11391.669,12665.834,13791.222,1114.857,2184.783,3308.935,4542.074,5760.931,6576.772,7875.251,8756.662,9799.348,11006.835,12069.562,13285.536,1177.0105,2287.904,3566.39,4821.6772,5868.225,6738.0022,8132.154,8891.173859999999,10045.2698,11400.0414,12438.29174,13627.42872,1182.198,2355.548,3266.542,3819.014,4342.862,5473.726,6547.406,7411.847,8726.64774,9898.285,11000.288,12263.67174,1037.005,2116.988,3394.209,4563.332,5446.117,6809.696,7708.125,8841.024,10236.566,11491.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.4913507575093483,4.036194470672649,1.6877508889337367,1.8093224752905979,2.0806950841532057,0.004053716115781647,0.8765331482121885,0.4488707845118345,-0.7043899013449817,-4.082117756402093,-6.968352087809249,-4.7405838442417085,-5.316786617358971,-5.7871032575036345,-9.238883424916299,-3.9928497398972973,-4.884650982827033,-4.164529670952466,-3.6688340681278686,-2.8457158855779707,-2.543082175401834,-4.401278014447119,-2.049213293491403,-6.914094643599878,-5.521926688955259,-4.775402965535436,-2.878302281254008,-1.2604592359917066,-4.857310336097975,-2.703542094787148,-3.378205599197104,-4.707719996961912,-3.6667236594407626,5.575019935292169,4.719965323787312,7.780600102449875,6.155848627741434,1.8624420254295782,2.4515096463736397,3.2621563426994404,1.5361088506099518,2.5095730858828658,3.572383886921182,3.0550382855649705,2.573420598160281,0.44073523558201266,2.9565925843042296,-8.407605449768528,-20.794905142136024,-25.99360113151763,-18.763368762331368,-19.487432235051138,-16.63815018459216,-13.126795857688156,-13.173253914674376,-11.561103164798414,-10.007441667983274,-12.28161441653598,-10.127579654500774,3.908322623740945,19.489795009916165,25.4038696140932,24.40695789303302,17.72792156160776,19.282332730289763,17.302385807084274,16.09449515749446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source : Ministère de l’Habitat et de la Politique de la Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
