Colonne1,déc-07,janv-08,févr-08,mars-08,avr-08,mai-08,juin-08,juil-08,août-08,sept-08,oct-08,nov-08,déc-08,janv-09,févr-09,mars-09,avr-09,mai-09,juin-09,juil-09,août-09,sept-09,oct-09,nov-09,déc-09,janv-10,févr-10,mars-10,avr-10,mai-10,juin-10,juil-10,août-10,sept-10,oct-10,nov-10,déc-10,janv-11,févr-11,mars-11,avr-11,mai-11,juin-11,juil-11,août-11,sept-11,oct-11,nov-11,déc-11,janv-12,févr-12,mars-12,avr-12,mai-12,juin-12,juil-12,août-12,sept-12,oct-12,nov-12,déc-12,janv-13,févr-13,mars-13,avr-13,mai-13,juin-13,juil-13,août-13,sept-13,oct-13,nov-13,déc-13,janv-14,févr-14,mars-14,avr-14,mai-14,juin-14,juil-14,août-14,sept-14,oct-14,nov-14,déc-14,janv-15,févr-15,mars-15,avr-15,mai-15,juin-15,juil-15,août-15,sept-15,oct-15,nov-15,déc-15,janv-16,févr-16,mars-16,avr-16,mai-16,juin-16,juil-16,août-16,sept-16,oct-16,nov-16,déc-16,janv-17,févr-17,mars-17,avr-17,mai-17,juin-17,juil-17,août-17,sept-17,oct-17,nov-17,déc-17,janv-18,févr-18,mars-18,avr-18,mai-18,juin-18,juil-18,août-18,sept-18,oct-18,nov-18,déc-18,janv-19,févr-19,mars-19,avr-19,mai-19,juin-19,juil-19,août-19,sept-19,oct-19,nov-19,déc-19,janv-20,févr-20,mars-20,avr-20,mai-20,juin-20,juil-20,août-20,sept-20,oct-20,nov-20,déc-20,janv-21,févr-21,mars-21,avr-21,mai-21,juin-21,juil-21,août-21,sept-21,oct-21,nov-21,déc-21,janv-22,févr-22,mars-22,avr-22,mai-22,juin-22,juil-22,août-22,sept-22,oct-22,nov-22,déc-22,janv-23,févr-23,mars-23,avr-23,mai-23,juin-23,juil-23,août-23,sept-23,oct-23,nov-23,déc-23,janv-24,févr-24,mars-24,avr-24,mai-24,juin-24,juil-24,août-24,sept-24,oct-24,nov-24,déc-24,janv-25,févr-25,mars-25,avr-25,mai-25,juin-25,juil-25,août-25,sept-25,oct-25,nov-25,déc-25,janv-26,févr-26,mars-26,avr-26,mai-26
Arrivés de MRE aux frontières,,,,,,,,,,,,,,,,,,,,,,,,,,216.485,430.831,665.771,898.508,1139.847,1601,2859.694,3215.489,3491.86,3744.021,4066.44,4377.903,239,454,696,979,1241,1758,2826,3228,3518,3812,4100,4408,228,458,693,990,1239,1726,2538,3198,3483,3839,4054,4363,240.686,451.418,698.212,985.48,1256.135,1695.998,2510.976,3498.461,3799.699,4185.772,4389.382,4722.931,248.723,478.121,733.792,1035.531,1314.792,1728.916,2726.528,3632.297,3958.767,4270.225,4510.126,4845.491,275,519.977,795.479,1094.884,1392.278,1787.613,2986.25,3783.765,4117.601,4444.865,4687.51,5025.058,273.896,533.754,827.496,1140.049,1439.034,1818.14,3126.876,3935.968,4338.201,4624.551,4866.101,5228.527,293.097,563.736,850.202,1192.308,1487.988,1878.848,3221.082,4252.963,4562.634,4851.571,5112.408,5484.427,302.999,568.454,869.524,1204.386,1474.115,1904.029,3191.397,4337.539,4653.803,4951.282,5227.578,5609.607,312.835,597.025,909.867,1298.471,1547.485,2039.826,3450.47,4509.791,4857.774,5172.635,5469.877,5889.254,337.45,666.426,731.149,731.39,731.585,737.488,809.189,878.708,946.483,1069.232,1180.599,1369.808,141.327,230.345,309.7,,344.754,584.734,1297.31,1766.384,1961.606,2222.93,2427.802,2437.367,8.131,209.352,501.204,744.543,1109.306,,,,4360.552,4842.348,5245.743,5804.083,454.894,886.6800000000001,1339.362,1801.0080000000003,2296.9069999999997,3066.016,4444.794,5322.831,5786.406,6285.835000000001,6736.258,7374.733000000001,498.333,1003.5989999999999,1470.08,2024.638,2588.6600000000003,3409.0350000000003,5104.216,6091.432,6673.099000000001,7300.765,7860.436,8614.178,640.3489999999999,1275.149,1858.4210000000003,2556.4979999999996,,,,,,,,,,,,,
Arrivés de touristes aux frontières,,,,,,,,,,,,,,,,,,,,,,,,,,508.093,1049.456,1721.734,2386.809,3059.122,3952,5719.694,6479.528,7149.808,7890.225,8585.227,9288.338,587,1184,1833,2617,3261,4202,5791,6588,7271,8017,8644,9342,533,1103,1745,2519,3180,4134,5450,6583,7278,8099,8668,9375,550.499,1101.712,1804.497,2558.403,3280.559,4186.935,5497.852,7028.573,7774.249,8633.896,9255.85,10046.264,603.216,1228.489,1955.248,2810.283,3570.536,4441.655,5937.443,7357.997,8115.618,8910.21,9523.492,10282.944,604.83,1219.093,1946.056,2767.246,3530.945,4312.151,6025.842,7282.356,8110.967,8847.087,9436.604,10176.762,590.767,1200.206,1935.693,2745.512,3481.93,4200.343,6034.456,7319.637,8131.3,8880.676,9508.531,10331.731,651.708,1326.038,2088.603,3017.572,3782.861,4586.654,6520.672,8078.692,8855.874,9716.768,10446.742,11349.347,734.348,1481.244,2407.598,3374.577,4116.273,5066.81,6971.086,8712.807,9552.466,10502.545,11336.026,12288.708,791.891,1594.927,2506.175,3583.994,4307.653,5400.083,7544.607,9266.688,10150.954,11123.165,11938.51,12932.734,786.502,1692.335,1965.357,1966.299,1967.067,1973.676,2053.843,2132,2215.18,2376.685,2518.712,2777.802,191.861,313.565,430,460.2,501.18,842,1819.482,2477.009,2815.037,3325.003,3708.419,3721.702,10.905,332.177,865.949,1452.534,2253.713,3402.6114583333333,5488,6817.569798657718,7723.586111111112,8818.123,9715.513,10868.863,899.269,1872.698,2923.047,4039.621,5165.597,6533.014,8663.999,10158.179,11121.964,12272.986,13250.035,14524.727,992.541,2140.54,3298.047,4606.705,5937.939,7441.671,9997.039,11813.661,13094.762,14593.877,15874.015,17411.949,1265.197,2661.374,4013.385,5678.186,7219.19,8884.396,11581.413,13539.855,14939.963,16587.974,18020.595,19792.604,1305.005,2677.862,4274.575,5980.286,7715.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recettes touristiques (mensuel (En millions de dirhams)),,,,,,,,,,,,,,,,,,,,,,,,,,3559.9,3076.2999999999997,3764.8999999999996,4125.6,3970.6000000000004,4111.3,7864.2,7287.700000000001,4982.799999999998,4607.000000000002,4783.5,4287.699999999999,4213,3499,4406,4343,4364,4572,8201,6734,4889,4821,4702,4160,4115,3865,3943,4507,4115,4216,6144,7169,5276,5276,4743,4466,4348,3653,3701,4466,4744,4021,4719,9209,5185,5376,3998,4194,4585.6,3619.5,4589.800000000001,5178.499999999999,4745.5999999999985,4556.4000000000015,5416.4,10079.8,5589.200000000001,5533.799999999999,3755.7999999999993,4383.4000000000015,4192,3586,4226,4747,4491,4153,6409,10247,5803,5453,3842,4001,3902,3848,4979,5084,4893,3715,6555,11562,6834,4741,4258,3855,4190,3609,4985,5272,5739,3499,7961,12959,7168,5869,5448,5428,6256.4,4535.4000000000015,5372.5999999999985,6165.4,5201.9000000000015,3905,7256.599999999995,11278.800000000003,6245.300000000003,6229.699999999997,5397.799999999996,5177.400000000009,5933.4,4656.9000000000015,5893.299999999997,6472.9000000000015,5605.299999999999,4976.799999999999,7947.300000000003,11201.300000000003,7469.199999999997,6867.700000000004,5837.399999999994,5885.900000000009,6746.200000000001,5420.0999999999985,5043.500000000004,1561.7999999999993,1050.699999999997,1248.800000000003,1727.5999999999985,1812.7000000000007,1726.7999999999993,2392.600000000002,2983.399999999994,4735.5,2593,1847,1020,1152,900,1458,4177,7440,4509,3692,3747,2041,1148,2422,6750,4814,6064,7116,9689,15967,10336,9154,10870,9527,8680,7412,9150,7269,8612,7579,9739,14708,9090,8597,9164,7562,8104,7465,8875,8096,9645,7797,10658,17200,10774,10009,7673,8179,9835,7669,7593,11515,10302,9093,13637,19595,13609,13395,10287,12053,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuitées (Jan19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366447,4772774,7816792,11314819,13625800,16375578,19571636,23482553,26427166,29537906,32236269,34758884,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404192,5027114,7852612,10650646,13842800,16813817,20210677,24423970,27223910,30495366,33232567.000000004,35931918,2548063,5235575,7943051,11185652,14796541,17979723,21528377,25953154,29516343,33241310,36587132,39915548,2956970,6066700,8970290,12815067,16630250,20092250,23831091,28441550,32175634,36222298,39810267,43426930,3309000,6302011,9900000,,
Trafic aérien (Jan 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692287,3254092,5117035,7129896,9561486,10466062,12562287,14855087,16849052,18810195,20628920,22529630,1866604,3553565,5619906,7937633,9568771,11669833,14074699,16695591,18877607,21039600,23036821,25075677,2020647,3972792,4914582,,4932703,4966136,5206017,5490460,5753073,6157426,6532157,7155091,645387,1065771,1466634,,1808420,2473988,,5934695.972499569,,8550750,9732216,9942343,126703,925699,2382748,3788440,5565496,7439275,9821737,12299218,14356220,16553642,18474374,20599410,1988075,3892616,6035569,8067299,10421530,12667160,15308729,18053347,20285552,22628796,24749062,27091249,2291878,4558498,6873487,9531555,12359125,15104579,18163899,21418349,24285348,27231934,29880671,32710637,2731787,5476589,8019064,,,,,23920571,26985011,30234044,33196881,36359003,3133378,5909802,8913041,,
PRODUITS FINIS DE CONSOMMATION 1000 DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7641337.811358002,16491864.352818001,26340150.705554,35951986.023188,45388649.095215,54454055.424833,62958350.455437,70804849.328566,79722724.615363,90523301.548041,99485434.77642,108491236.616493,8330612.940370001,17322774.632374004,26818832.954560004,36642214.30747,46950018.085586,56449217.438155994,65944610.425739996,73889691.81602299,83681034.20631999,94170955.01697698,103499022.42037898,113024370.03524499,8978696.844871,18147212.61642,26860372.845969003,31966983.590965003,36562559.422796,44378469.38250001,51517191.06544201,59411476.495022014,67936619.88189001,77791701.14301702,87175260.02547303,96754067.45813203,8398265,18402277,30014003.76387,39757835,50656530,61396154.42641,71823144.447575,82759605.704528,94137416.11041701,104538161.54003,115699232.220378,128908150.57568699,10322777.867098,21703814.260264,34214473.119055,45399571,57456680.685985,70144618.655048,81001340.877581,92225860.659191,104646956.201934,117516282.433944,129952562.12291001,142006250.595961,12442774.541304003,25124960.731193006,40148676.334648006,51745961.02239001,68003316.150206,81586001.001326,95771076.59006399,108515813.45350799,121817737.37635799,135939342.704639,149403550.557479,163233352.357123,12271677.227726001,26453604.751450002,40857642.25696301,55947007.845189005,72480134.05355701,85560930.72585702,101591363.34041402,114885898,131900302.43259701,149665410.18683,164913373.542955,182018433.92539802,13244602.829955002,29617190.108687006,45051282,63372838,80600966,97300442.748204,115619402.657412,130262701.10280499,149192304.14563698,168577034.68592098,186183920.840165,203515256.020634,15511145.027127003,32306371.778719008,51611421.47798501,72974809,89299800
TOTAL EXPORTATIONS (1000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22660837.6,45276570.13,71245557.74,95945612.81,120545001.1,143500571.1,162791686.1,182266819,204181701.2,228250775.4,251173436,275440533.2,24411850.24,47872400.08,76387859.79,101590270.7,126382862.2,148785305.7,168957294.5,188171000,212056185.7,237843491.1,261255829.6,284496230.4,25355980.7,50971474.7,69149381.7,84232747.95,102863333.5,123605657,141855853.8,162804007,188891605.4,215594788.2,239374733.8,263088551.4,25000452.85,49083274.99,77827985.11,104024810.7,125790379.8,152803658.3,175407897.2,201978132.2,231321187.6,259558964.4,292749211.5,329404874.8,31567898.02,63694830.05,101391868.4,140647946.5,178529110.5,217126622.1,248046760.8,279510508.8,320420920.8,358715525.8,393567588.7,428611919.1,33057272.81,69498231.37,110227280.3,145403749,183701959.4,219758417.8,248731801.1,279671493.5,314732058.8,351662568.1,392870727.9,430208823,35110929.6,74062858.2,114361264.4,152284902.2,193156074.5,228974156.7,263664689,296371346.9,334364543.5,375388794.6,416149254.8,456341800.5,35447523.35,73355066.16,116864350.9,155314337,199730982,237304990.2,276175394.7,307957924.3,347083059,386391944.3,425227500.9,470047718.7,34493368.87,74451053.61,120917692.4,168856296,211413853
TOTAL IMPORTATIONS  (1000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37001858.67,78166550.2,119429386.1,160146767.7,203322621.3,241483701.2,280790120.3,318722359.5,355020246,397073493,438619335,481441814.7,40103370.34,78119612.22,123556427.2,168928320.8,209933109.7,250547178,290843081.7,326872288.8,366886651,410591724.2,449198343.2,490952658.1,41768077.22,80530798.67,119382058.1,149430274.7,175842879.2,209442582.6,241066278.4,274060197.4,309527411.5,345278360,382539871.6,422860738.4,36480321,74135569,123373752.4,166992999,210678905,253568883.8,294956359.4,339563621.5,384218228.4,426317970.3,475678386.8,528571075.2,51186581.83,101835014.9,165398802.4,229636240,293197235.2,365444521.5,429382457.4,491247510.7,552829423,615797905.2,676452169.1,737440740.3,59760841.84,117183527.7,182715573.2,237418053.7,301961633.5,358575534.7,415886427.3,470461522,528915755,589152749,651709397,715752153,57861998.568,115635361.858,175614651.876,241027718.839,308766938.212,365665197.502,425812596.298,492015592,557376923.997,622945748.955,695069133.266,761272128.475,59757493.103,124084446.741,187409020,262594262,331446964,397887182.296,469564390.738,533241755.383,605359403.064,682042978.21,752183493.361,822333299.344,59977500.351,127101731.088,208391260.583,295901146,370489665
PRODUITS FINIS DE CONSOMMATION 1000 DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7641337.811,16491864.35,26340150.71,35951986.02,45388649.1,54454055.42,62958350.46,70804849.33,79722725,90523302,99485435,108491236.6,8330612.94,17322774.63,26818832.95,36642214.31,46950018.09,56449217.44,65944610.43,73889691.82,83681034.21,94170955.02,103499022.4,113024370,8961394.34,18107972.06,26766920.65,31758464.96,36354040.79,43210787.97,50268032.72,58098959.21,66572918.33,76170176.2,85451852.94,95014655.48,8398265,18402277,30014003.76,39757835,50656530,61396154.43,71823144.45,82759605.7,94137416.11,104538161.5,115699232.2,128908150.6,10322777.87,21703814.26,34214473.12,45399571,57456680.69,70144618.66,81001340.88,92225860.66,104646956.2,117516282.4,129952562.1,142006250.6,12077371.02,24465421.51,39025978.27,50882262.3,66805982.65,80222119.43,92699467.58,106647384,119734109,133443762,146710098,160278318,12271677.228,26453604.751,40857642.257,55947007.845,72479004.093,85559800.765,98853678.88,114885898,133633843.299,148881806.655,165986867.038,182017299.652,13244602.83,29617190.109,45051282,63372838,80600966,97300442.748,115619402.657,130262701.103,149192304.146,168577034.686,186183920.84,203515256.021,15511145.027,32306371.779,51611421.478,72974809,89299800
Trafic portuaire géré par l’ANP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6580783,13675829,20627854,27905206,36397739,43666546,50447739,57628781,64238545,70769965,76700574,85313180,7608913,13482479,21798028,29268060,37191518,44075247,51459268,58595463,65961546,74288326,80495285,87962485.0241546,8092565,14910000,23393000,31294799,39506886,47340173,54724241,62497020,70472648,77335332,84695318,92511450,7473687,13677232,22938149,30393274,38512864,46326729,53413822,61019499,68636704,75458508,83233143,91041172,7600636,13744129,21691710,29562509,37463854,45182741,52818104,60286914,67148156,74037576,79998407,87201314,6618790,12471402,19632024,0,,,,,63443167,,,88396298,,,22017429,,,,,65479718,,,,99900000,,,22923114,,,,,69397229,,,,102400000,,,,,
Trafic portuaire global (millions tonnes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.5,,,,,,,,,,,,,,,,,,,,,,,,172.1,,,47.5,,,99,,,144.6,,,192.1,,,48.4,,,101.3,,,151,,,195,,,48.7,,,100.9,,,155.2,,,209.4,,,55.2,,,116.4,,,177,,,241.2,,,60.7,,,130,,,196.8,,,262.6,,,63.3,,
Trafic aérien ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692287,3254092,5117035,7129896,9561486,10466062,12562287,14855087,16849052,18810195,20628920,22529630,1866604,3553565,5619906,7937633,9568771,11669833,14074699,16695591,18877607,21039600,23036821,25075677,2020647,3972792,4914582,,4932703,4966136,5206017,5490460,5753073,6157426,6532157,7155091,645387,1065771,1466634,,1808420,2473988,,5934695.972499569,,8550750,9732216,9942343,126703,925699,2382748,3788440,5565496,7439275,9821737,12299218,14356220,16553642,18474374,20599410,1988075,3892616,6035569,8067299,10421530,12667160,15308729,18053347,20285552,22628796,24749062,27091249,2291878,4558498,6873487,9531555,12359125,15104579,18163899,21418349,24285348,27231934,29880671,32710637,2731787,5476589,8019064,,,,,23920571,26985011,30234044,33196881,36359003,3133378,5909802,8913041,,
Vente de ciment (1000tonnes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.332,1136.917,1301.601,1383.361,1266.114,1164.837,822.715,1319.264,1029.736,1213.898,1255.794,1272.914,1215.815,1181.746,1334.050249,1345.8917509999997,1343.9480000000003,1039.5429999999997,846.4939999999997,1368.884,832.9300000000003,1316.2260000000006,1211.2970000000005,1114.27,1166.184,1064.306508,1324.220581,1252.831,1242.293,721.8464620000004,1204.1010250000002,1227.932,867.925,1320.03,1274.165,1125.388,1114.857,1069.926,1124.152,1233.139,1218.857,815.842,1298.479,881.411,1042.686,1207.487,1062.727,1215.765,1174.087,1117.5147,1283.01,1244.137,1063.369,852.956,1415.075,729.90088,1154.10094,1354.7746,1038.25034,1189.13698,1182.198,1173.35,921.70388,552.472,523.848,1130.864,1073.68,864.441,1241.374,1245.064,1102.003,1174.183,1037.006,1079.983,1277.221,1169.122,882.785,1363.579,898.429,1132.9,1395.542,1254.798,1227.983,1255.552,1128.552,1111.35,1188.217,902.513,945.706,1229.937,630.479,1071.99,1174.683,1048.975,1112.013,942.317,1060.582,991.906,1195.305,716.483,1189.112,1052.975,780.954,1153.378,1045.795,1087.867,1114.178,1122.29,1130.187,1076.538,1028.48,867.743,1426.939,746.158,1189.104,1265.105,1088.146,1302.665,1278.746,1292.804,1285.613,1199.867,896.535,1145.241,1526.673,836.365,1398.058,1347.858,1223.924,1516.302,1341.189,1098.99,1044.293,1048.338,919.176,1509.932,1211.635
"Crédits à l’immobilier 
 (MDH) (Jan 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259095.00750505173,259243.58391284494,260301.9277789412,261537.94085355796,262606.0624358044,264901.2434913544,265741.93022207223,266144.4430116222,266111.18350897153,266921.0788896992,267626.89852039056,267714.15860731044,267732.1706162873,268517.67789849,269759.9474813037,271517.6542450066,273791.97816885496,273804.5446545801,273875.3606045518,274100.7532821762,275156.1142282716,275751.2418863771,276251.80156454706,277095.4814312591,276786.52086294524,277920.0677920685,278676.27163700614,277228.01386681286,276879.705251683,278557.11176707665,279271.3078591568,279229.99525867077,280280.71983690385,281553.62053762784,282811.661568203,285326.8987652381,284127.0026564858,284799.51505899633,286424.79637547565,287991.00854552176,289786.72313813923,291302.2440137222,289814.55504410376,289751.72069071914,290496.4392112227,290374.84567151277,291103.28264962084,292730.8351327128,294035.23941653786,293582.2328120383,294922.6276390425,295324.0880467078,296152.83126253943,298051.12520420697,297009.8495923215,297507.23666408646,298036.47332315927,298952.175327717,299268.6553039545,301105.45154548384,301122.3080400625,301112.88852442545,301336.74352446746,301966.91313883563,301846.71723247465,304230.3680545545,302621.67527951626,303003.87049875566,303107.6863728482,303465.4834966296,303721.85028416617,303934.6841588762,303290.7816032944,303214.18719573173,304901.31162225653,304405.9664935524,305988.8377809301,307964.27549756464,307705.29671864863,307637.0989983028,308687.97847246274,309697.04963214084,310263.50630895945,310922.4205840014,311807.0019946823,311567.581917401,312878.41060016514,314354.604175176,315688.65602379944,317283.4034441381,318247.35346662125,317920.8935727088,318253.4921822348,319511.941641021,319673.68325972307,321187.8873739178,322685.47269906796,322729.97963095346,323423.4987511239,,
Crédits à l'habitat (MDH) (Jan 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196308.90294117003,197060.49847234835,198219.04336266863,199352.26210411533,200555.09149817636,201856.77598782972,202523.1227328658,202926.82608945275,203923.97485862888,204738.65331434802,205891.79294827554,207085.0953852601,207795.5435985127,207828.8335197588,209344.24321039065,209904.7958051919,211939.1015583427,211651.17549100553,211669.01545351246,212086.11065239768,213087.76359086318,214012.69427470327,214816.77426872638,214966.37634661118,215303.73970815862,216530.3493547976,216557.00382630122,214569.3232584534,214373.04717204123,215489.44072067423,216072.53460542095,216698.68066485823,217832.7646316413,219479.35022961473,220577.48497968257,222381.50057070356,222809.10210233802,224090.9027153197,225763.98413542632,227654.26715908805,228929.24787328806,230690.1789888818,230582.43123935076,229993.47143176393,231020.26534673077,231276.69791234244,232088.17280156308,232826.7849650493,233439.81509097893,233739.39570311966,234540.31284419345,234954.68432234018,235529.26195591796,236379.46731004692,236485.77879699113,236917.02010608147,237442.25133327532,238012.3356089681,238802.96369247913,239384.57932130975,239646.3759365793,239920.3530702395,240800.93157516193,240695.33840112362,241307.10680022146,242172.75283356957,242036.3249768326,242256.79502975388,242518.23229850826,242914.09406183742,243542.25954865818,243935.03040149962,244094.676063398,243834.45421751874,244256.7455503254,244158.44819694213,244924.1688355419,245538.9543654098,245615.78375267674,245876.55843895758,246170.05291226995,246892.53283270574,247790.22578414573,248164.55846914032,248610.60454870557,248849.16682147622,249535.37336604373,250293.58164977186,251069.67403035832,251720.79601560568,252785.97426628735,253247.7802571999,253723.27933894692,254956.79883532488,255640.4097855237,256575.21617526648,256132.45537462056,256764.304983466,256741.59726574516,,
Crédit bancaire,,,,,,,,,,,,,,,,,,,,,,,,,,580962.6673,586028.1698,592473.5635,594519.9451,604197.4356,618894.8476,615047.9401,616050.6461,620386.3121,621197.5189,623765.0358,621485.701,615517.6704,625509.2399,631077.036,634977.1828,640212.6678,660285.9068,659085.4777,663269.0266,668689.511,664613.103,666931.221,687333.2931,680125.908,674803.2236,685110.0292,678346.6559,684682.2143,709629.7524,709041.0519,705663.8776,704548.3933,701139.1029,704991.3242,719201.0312,702221.4847,702227.473,699607.1211,704746.7657,705391.4403,728483.0549,724698.5102,723916.3004,725809.4637,722887.0671,722347.6632,747008.3957,723960.0992,724234.1814,736703.7226,735681.2594,736923.6985,755248.0997,753107.0444,746777.9522,757163.5798,755868.02,753198.1939,763400.7574,755187.4882,753725.1753,758251.5162,753895.5668,752204.9494,776676.2433,770282.1832,762632.8997,764526.2998,761711.5978,764873.855,784991.0596,765349.2006,765535.639,769496.1133,769186.7288,772077.6832,792491.9774,785822.0922,787215.4795,794731.8953,790730.5779,795709.0607,818098.4042,799281.4392,793575.2488,804276.4659,808494.5623,811451.9452,842162.5051,831249.4993,827089.0005,830205.2089,832158.5854,834151.38,843307.9579,826377.2328,824466.6816,830105.0198,830615.6831,832850.2443,857001.7264,850925.261,849632.6714,854540.4891,846669.1327,848245.9261,870615.8373,852777.3469,858946.686,872194.8627,863656.9562,869667.6324,900407.9034,894047.8484,892171.6824,898401.398,898387.6951,892056.2504,917152.4645,896662.6838,895138.8201,919447.6696,923110.4448,927342.5918,952252.5936,947103.6267,936943.0307,946340.9963,939468.8075,941488.4236,960054.9302,935195.5908,933761.5248,950613.4766,950221.8414,951042.9249,988895.4003,964177.0897,966170.3899,984651.5859,967302.5674,966935.193,984899.123,964932.2387,962335.5759,988475.8388,980093.5865,984655.1417,1027623.126,1011144.268,1015030.749,1036462.891,1031624.318,1024116.11,1058955.364,1033331.511,1030212.005,1039850.778,1035359.258,1049829.633,1076630.184,1063823.411,1061325.429,1084842.859,1081783.769,1078857.787,1115457.342,1089995.048,1089053.705,1108236.107,1097508.462,1096895.818,1110773.283,1111510.104,1102671.02,1136900.69,1121103.741,1122539.348,1164632.288,1133552.223,1131247.927,1164961.021,1156773.213,1145409.884,1174332.156,1166363.057,1161012.977,1187860.395,1188225.165,1192049.159,1258117.82,1228644.518,1224647.849,1252354.636,1246819.52,
