,Crédit bancaire,    Crédits à la consommation,Comptes débiteurs et crédits de trésorerie,Crédits à l'équipement,Créances diverses sur la clientèle,Crédits à caractére financier(2),Autres crédits(3),Créances en souffrance,Secteur public hors AC,Administrations locales,Sociétés non financières publiques,Secteur privé,Sociétés non financières privées,Autres secteurs résidents,Particuliers et Marocains Résidant à l'Etranger,Entrepreneurs individuels,ISBLSM,Autres sociétés financières,Sociétés de financement,Etablissements de crédit assimilés(1),OPCVM autres que monétaires,Autres(2),Dépôts à vue auprés des banques,Masse monétaire (M3),Avoirs officiels de réserve
2001-12-01,,,72040.6138,45297.977,13935.6142,12010.274,1925.3332,34344.0864,6679.0866,4476.85,2202.2366,184880.343,125254.738,59625.605,47327.6916,12111.8457,186.0677,13313.7106,11129.6358,214.0653,828.1032,1141.9063,,,
2002-01-01,,,70977.9208,44952.7541,13649.3534,12057.254,1592.0924,34305.9989,6196.9626,4470.717,1726.2456,184133.9417,113695.4837,70438.458,45884.68,24399.1471,154.6309,13370.6875,11027.8835,200.8264,756.2071,1385.7704,,,
2002-02-01,,,71378.6995,44563.0321,14918.3781,12196.779,2721.5931,34482.0822,6174.0612,4468.674,1705.3872,185553.527,109271.5564,76281.9706,46099.6694,30014.4987,167.8025,13843.1589,11588.4862,7.5271,927.122,1320.0234,,,
2002-03-01,,,67615.1582,45255.3736,15955.7581,13371.134,2584.6251,33330.8285,5372.08,4465.394,906.686,182861.2546,110828.8675,72032.3871,46399.4165,25456.5212,176.4494,14701.9888,12907.1596,87.5223,505.4491,1201.8578,,,
2002-04-01,,,67375.4412,45478.7416,16361.8852,14228.631,2133.2542,34294.5602,5476.4778,4462.114,1014.3638,183055.0109,110261.1233,72793.8875,46407.3165,26213.2951,173.2759,15472.281,13607.0491,168.6976,486.7876,1209.7467,,,
2002-05-01,,,66137.6318,44319.7918,17542.7864,14938.346,2604.4404,35270.8702,6066.4444,4490.299,1576.1454,182155.7815,110122.2925,72033.489,46990.7118,24896.6496,146.1276,16378.0951,14361.1213,463.0805,302.1476,1251.7458,,,
2002-06-01,,,69526.6578,43638.6611,18006.2876,14775.957,3230.3306,36598.8145,7650.3546,4497.023,3153.3316,184480.708,111757.5119,72723.196,47537.4064,25036.425,149.3647,16236.7908,14207.1983,218.3032,425.7151,1385.5742,,,
2002-07-01,,,71764.9803,42769.6427,16896.5118,13852.059,3044.4528,37295.4368,7783.8078,4486.516,3297.2918,186257.8383,112977.1857,73280.6526,48374.5766,24720.9324,185.1437,15489.6028,13680.0303,181.6058,459.2337,1168.733,,,
2002-08-01,,,71174.0232,42928.9634,17386.0412,14191.612,3194.4292,37353.3575,7658.3305,4520.048,3138.2825,186707.6181,113494.836,73212.7821,49225.3696,23822.9075,164.505,15613.0607,14197.2597,34.1285,212.0623,1169.6102,,,
2002-09-01,,,70795.915,41738.5912,17468.5818,14431.975,3036.6068,37881.194,7561.4598,4607.961,2953.4988,186177.0444,113026.3595,73150.6849,49232.7431,23749.4559,168.4859,15833.0907,14180.4477,90.9589,374.6475,1187.0367,,,
2002-10-01,,,70332.9752,41838.9929,17779.1814,14799.864,2979.3164,38120.4173,7170.8241,4611.076,2559.7481,186776.4655,112876.4501,73900.0154,49777.4678,23996.594,125.9536,16108.008,14316.3561,167.146,443.6874,1180.8195,,,
2002-11-01,,,71708.1451,41650.6705,18150.008,15273.418,2876.59,38064.845,7281.5219,4596.974,2684.5479,186876.7716,112339.0082,74537.7635,50490.535,23916.7259,130.5026,17661.4256,15064.8433,33.0306,1335.1642,1228.3875,,,
2002-12-01,,,69172.7042,42113.7645,19524.8146,16316.622,3208.1926,37791.7265,6870.5679,4750.601,2119.9669,186459.5018,111597.8244,74861.6774,50957.1701,23764.8126,139.6947,17761.9155,15267.4189,41.9772,1264.9717,1187.5477,,,
2003-01-01,,,69738.0087,41259.6231,20170.8639,16688.069,3482.7949,38001.4014,6076.8598,4363.736,1713.1238,187431.9432,111447.8265,75984.1167,51989.533,23919.1816,75.4021,18525.1935,14712.9932,298.2514,1937.8426,1576.1062,,,
2003-02-01,,,69518.6206,41790.2944,19989.9987,16675.247,3314.7517,38207.1482,6719.6523,4295.799,2423.8533,188315.7842,109478.8242,78836.96,52959.9904,25772.9683,104.0012,17800.3335,14952.044,606.3141,1168.9826,1072.9927,,,
2003-03-01,,,68849.0495,42581.4612,21156.6754,17858.309,3298.3664,37535.8803,7537.7901,4008.906,3528.8841,188546.1983,109508.0285,79038.1698,53265.5108,25646.9682,125.6909,18906.8522,15958.312,358.0575,1787.0017,803.4811,,,
2003-04-01,,,70580.4586,43322.7503,20721.526,17488.367,3235.158,38372.6477,8476.2164,4181.215,4295.0014,191394.344,107833.7423,83560.6017,54256.9243,29161.0575,142.6199,18731.8249,15627.0621,587.5008,1156.4863,1360.7758,,,
2003-05-01,,,71137.6442,43470.063,21996.305,19005.436,2990.869,38302.2312,8500.2138,4079.462,4420.7518,192528.0261,108701.2873,83826.7389,55076.9176,28584.4075,165.4137,20071.3802,15485.5136,2372.0613,1118.4999,1095.3055,,,
2003-06-01,,,71917.9974,41699.6476,22899.0001,19900.115,2998.8851,39303.8533,8122.599,4221.466,3901.133,192078.2064,107846.9636,84231.2427,54420.2491,29648.4617,162.5319,21213.7656,16848.4056,1333.5349,1971.0237,1060.8014,,,
2003-07-01,,,72408.3242,45036.7634,21290.8604,17739.12,3551.7404,39894.2187,8163.0585,4282.969,3880.0895,197481.5865,112352.3651,85129.2214,54735.6777,30228.9898,164.5539,18972.8251,16373.1635,929.9278,666.3624,1003.3714,,,
2003-08-01,,,71334.1293,44075.9017,22239.007,18261.935,3977.072,40225.5345,7622.2255,4230.262,3391.9635,197973.2902,111538.0562,86435.234,56143.2234,30138.9245,153.086,19425.1606,16401.3637,1357.6266,808.8656,857.3047,,,
2003-09-01,,,68128.7307,44242.7566,21613.1864,17819.973,3793.2144,40445.9357,7717.1065,4111.087,3606.0195,195762.4161,107597.7064,88164.7097,56297.1896,31731.3545,136.1656,18785.0895,16301.2444,1247.3531,493.3205,743.1706,,,
2003-10-01,,,68502.6553,44943.5194,22921.5528,19328.071,3593.4808,40390.2338,7906.749,4151.433,3755.316,197007.6606,109078.6069,87929.0536,57548.6319,30221.6604,158.7614,20529.567,16479.1199,1917.0011,1254.4658,878.9822,,,
2003-11-01,,,66952.8871,45107.834,22353.3003,18660.05,3693.2491,40923.8816,7793.9089,4084.047,3709.8619,196880.1756,108052.8028,88827.3728,57898.2066,30765.8308,163.3354,19725.0629,16616.1674,1267.814,1130.4829,710.6008,,,
2003-12-01,,,67006.5679,43484.692,22677.511,19459.875,3217.636,41977.5685,7187.7339,4171.818,3015.9159,196759.3815,107467.1941,89292.1873,57584.9618,31482.448,224.7775,20421.6834,16345.602,1622.0858,1769.9692,684.0275,,,
2004-01-01,,,66811.7837,41927.4534,21723.5685,18738.081,2985.4875,44219.1597,7316.8367,4356.122,2960.7147,195829.4187,106026.6112,89802.8075,57180.1859,32411.2468,211.3747,20268.7141,16566.6282,1889.0168,899.1048,913.9654,,,
2004-02-01,,,67177.4665,42304.3045,22588.0002,19604.015,2983.9832,45442.238,7272.9222,4498.003,2774.9192,197994.6599,107698.5812,90296.0787,57947.2538,32139.2523,209.5725,21249.2323,16545.0539,2921.8733,744.4661,1037.8401,,,
2004-03-01,,,65115.9634,41542.3445,22105.3423,19146.666,2958.672,47191.8361,6319.5723,4481.117,1838.4553,198957.5409,109044.6519,89912.889,59424.2145,30256.7594,231.9151,20490.993,16848.5315,2427.7162,232.9658,981.7819,,,
2004-04-01,,,66110.8539,41079.417,24416.6615,21563.437,2853.2262,47427.5107,6724.921,4354.512,2370.409,199845.1565,109923.5598,89921.5968,60368.006,29341.455,212.1358,23181.1208,16949.4398,4152.1194,872.4051,1207.1589,,,
2004-05-01,,,65695.066,41904.2725,22591.2925,19592.097,2999.1968,47371.9533,6830.7439,4381.222,2449.5219,201512.1927,110085.0503,91427.1424,61355.7698,29810.9833,260.3893,20755.1444,16787.6037,2453.9047,556.1369,957.4957,,,
2004-06-01,,,69653.5828,41766.8443,24790.7365,21776.748,3013.9885,47463.7531,9179.1642,4311.636,4867.5282,203548.8258,111939.1399,91609.6859,62066.9776,29271.6554,271.053,23304.5343,17840.2556,3386.6354,930.469,1147.1744,,,
2004-07-01,,,70580.5402,41688.8423,25918.9641,22095.143,3823.8211,46788.2731,9343.9216,4477.514,4866.4076,205134.5579,112546.2285,92588.3293,62954.9316,29354.54,278.8577,23565.8378,18027.2202,3297.0582,953.2572,1288.3022,,,
2004-08-01,,,69617.1657,41321.5941,25813.1084,22672.957,3140.1564,47330.8773,12797.2515,4404.908,8392.3435,200766.5437,108123.2563,92643.2874,63771.888,28609.4046,261.9948,24211.9585,18767.9419,3442.6154,616.5498,1384.8503,,,
2004-09-01,,,70322.2266,41924.3401,24639.6986,21760.652,2879.0466,47178.4356,12414.3275,4524.935,7889.3925,202976.1792,109841.7614,93134.4179,63734.2089,29161.4317,238.7773,23074.6413,18915.6342,2525.6128,493.4445,1139.9499,,,
2004-10-01,,,70809.1815,40688.0089,24754.1096,21938.06,2816.0506,47477.0643,12678.2131,4140.333,8537.8801,202500.8115,104889.2906,97611.5209,66747.8735,30628.2265,235.4208,23723.0871,19160.3967,2377.5584,927.191,1257.941,,,
2004-11-01,,,70284.8727,40521.9845,24978.3119,22383.302,2595.0099,47776.0339,12070.3191,4116.485,7953.8341,203215.2379,104680.4193,98534.8185,67429.2227,30872.3108,233.2851,23892.3449,19573.1183,2542.7139,506.4197,1270.0931,,,
2004-12-01,,,68896.71,41755.1642,27977.148,25308.965,2668.183,47141.8942,7978.1974,4764.575,3213.6224,206493.4653,106478.0538,100015.4115,67280.3803,32530.2098,204.8214,27041.2984,19834.125,3472.2682,2408.2625,1326.6427,,,
2005-01-01,,,68249.4905,46219.6439,27340.8912,24621.965,2718.9263,47940.1294,10773.5702,4757.103,6016.4672,208695.9878,113090.4,95605.5878,69066.4763,26149.6301,389.4814,26361.3292,20475.3461,2784.2483,1672.4288,1429.306,,,
2005-02-01,,,68540.6469,45698.2593,28967.8905,26266.2401,2701.6504,48099.9318,9211.1418,4748.05,4463.0918,210816.1984,114565.762,96250.4364,69583.2543,26280.2102,386.972,28045.2295,20151.1389,4826.4349,1575.42,1492.2358,,,
2005-03-01,,,69551.8636,45915.8474,28456.5583,25845.5471,2800.0932,46335.8834,8701.2982,4557.968,4143.3302,213081.8924,115655.2509,97426.6416,70233.9852,26813.7542,378.9021,27667.8663,20314.5233,4370.6474,1571.4198,1411.2758,,,
2005-04-01,,,78570.5564,45877.3059,29826.7615,26977.1933,2849.5682,47821.4627,9483.8694,4505.169,4978.7004,222339.3432,122922.2049,99417.1383,68237.6793,30892.2013,287.2577,28894.0655,21028.9689,4305.9446,2155.0571,1404.0948,,,
2005-05-01,,,79479.3144,46572.9831,30188.3414,27100.2379,3088.1024,47589.2316,8250.6301,4497.789,3752.8411,226561.3778,122370.1158,104191.262,72095.5189,31007.1187,1088.6244,28824.8774,22125.076,3178.8937,2188.5473,1332.3605,,,
2005-06-01,,,81086.2357,48271.3733,29883.1542,27046.0492,2849.696,47599.004,6543.0898,4490.196,2052.8938,233178.3386,123912.5294,109265.8091,70356.6187,37714.6458,1194.5446,28342.0323,21722.1643,2881.0814,2780.0697,958.7168,,,
2005-07-01,,,82135.8771,48496.3639,30170.7355,27262.1665,2908.5725,47196.3126,6954.5173,4353.048,2601.4693,234709.9581,129067.6794,105642.2787,71437.3978,33457.5827,747.2982,28942.3387,23034.929,2316.331,2289.0448,1302.0306,,,
2005-08-01,,,80034.5792,49105.9353,29555.5567,26717.1606,2838.6566,47050.0759,7137.4275,4278.675,2858.7525,234282.9994,128088.4096,106194.5897,73041.9007,32421.4052,731.2838,28486.4747,23440.8757,1904.4083,1533.0462,1608.142,,,
2005-09-01,,,81896.1815,49945.2097,29855.2307,27058.5626,2796.6681,46804.8021,8276.3792,4160.733,4115.6462,236637.6267,133489.2098,103148.4168,73379.6194,29163.313,605.4845,28742.8176,23580.4373,2210.1184,1348.119,1604.1429,,,
2005-10-01,,,83289.5373,48667.0756,30142.7072,27331.5154,2811.1919,46921.4315,7073.7241,4031.969,3041.7551,238817.7074,131215.1952,107602.5122,74250.527,32349.0122,1002.9731,28794.74,23609.1702,2502.9695,1414.3397,1268.2606,,,
2005-11-01,,,82951.7446,48334.3479,30274.4451,27294.146,2980.2991,46993.2174,6474.4312,4060.113,2414.3182,239805.3202,132628.7633,107176.5569,75420.9126,31004.2806,751.3636,28688.7221,22957.9997,3737.2446,816.9208,1176.5569,,,
2005-12-01,,,80051.8578,47935.4095,31259.5187,26932.3567,4327.1619,44007.3086,7750.0652,4381.697,3368.3682,234199.9122,126548.1791,107651.7331,76379.4214,30900.4187,371.893,28807.7444,22507.0246,2962.487,1659.4336,1678.7993,,,
2006-01-01,,,79008.7282,47695.6713,35441.2814,31248.2591,4193.0224,40181.0955,8001.7343,4466.249,3535.4853,229389.9785,123615.4575,105774.521,75369.3778,28856.9507,1548.1925,32994.2401,22960.0678,6336.1374,2642.5491,1055.4858,,,
2006-02-01,,,81153.7887,48565.8487,35636.8764,32055.622,3581.2544,37491.3606,8499.7087,4592.265,3907.4437,230118.9725,125657.2426,104461.7299,77108.3123,26940.6188,412.7989,33638.8871,23606.4169,6395.8516,2444.0239,1192.5945,,,
2006-03-01,,,82446.5657,47684.5287,37086.815,32599.2533,4487.5617,37260.2882,8692.7391,4654.727,4038.0121,231815.6782,127844.6938,103970.9844,77535.0867,25881.7419,554.1559,34681.8073,24015.0301,6759.8307,2691.3203,1215.6263,,,
2006-04-01,,,80819.8998,48229.2662,36248.8419,31944.8283,4304.0136,37425.6162,8992.541,4528.899,4463.642,231984.7578,127816.547,104168.2108,79065.0527,24557.8878,545.2703,33329.8041,24253.5792,6064.8267,1824.5343,1186.8639,,,
2006-05-01,,,82590.8802,46583.6281,32959.5115,28952.138,4007.3735,37045.4969,9095.9931,4459.439,4636.5541,232189.1068,127558.8972,104630.2096,80237.3925,23881.2634,511.5536,31228.8432,24323.1853,3473.423,1516.2639,1915.971,,,
2006-06-01,,,86533.3675,51095.3902,34929.0171,31399.6972,3529.3199,36806.3331,10558.1142,4036.029,6522.0852,240570.1022,136034.3665,104535.7357,81762.8589,21950.7896,822.0872,33911.5226,25680.2315,3718.0338,2496.8997,2016.3575,,,
2006-07-01,,,89575.5532,51930.1501,39028.7934,34925.9052,4102.8882,36483.0067,10002.3802,4213.825,5788.5552,246721.1122,139251.0364,107470.0758,84537.6151,22095.519,836.9417,37571.1144,26856.0878,5704.6878,2677.5681,2332.7707,,,
2006-08-01,,,89822.2902,53637.8083,36923.2985,33821.2731,3102.0254,36016.5634,9618.3459,4361.612,5256.7339,250515.4786,137729.3778,112786.1008,87614.0981,24065.3086,1106.694,35969.2944,26963.5064,5315.009,2002.5942,1688.1848,,,
2006-09-01,,,91146.4336,54291.1997,36836.7681,33687.2923,3149.4758,36135.1359,9322.3423,4089.846,5232.4963,254435.5263,140054.914,114380.6123,90050.0813,23078.2575,1252.2736,36074.7954,27577.9912,4592.176,2494.7025,1409.9257,,,
2006-10-01,,,95523.1691,54531.7508,38940.7493,35289.8264,3650.9228,36072.6195,12646.7925,4017.183,8629.6095,257174.3987,141521.6867,115652.712,90726.1277,23463.375,1463.2093,37763.8281,28052.0411,5756.5509,2096.1543,1859.0817,,,
2006-11-01,,,95581.6199,55618.7532,42660.1526,38358.6931,4301.4595,35604.0911,12198.4391,4224.4,7974.0391,261552.3973,142376.9405,119175.4568,92356.4609,25227.715,1591.2809,40642.4598,28330.096,7332.7941,1734.0419,3245.5278,,,
2006-12-01,,,101340.8104,58411.4818,44593.4109,40636.3254,3957.0855,34439.5419,11502.247,4718.275,6783.972,272206.3985,151330.0005,120876.3979,94809.3567,24122.8542,1944.1871,41873.7424,28185.8801,9694.2961,2488.8755,1504.6906,,,
2007-01-01,,,102195.088,57942.7069,43094.4197,39462.9018,3631.5179,34758.3734,11437.2376,4933.788,6503.4496,273616.762,151248.9504,122367.8116,96069.3394,24441.5582,1856.914,41240.6825,28318.2782,8995.9471,1466.6351,2459.822,,,
2007-02-01,,,97025.0331,59589.5106,46630.1548,43264.7108,3365.444,34311.9983,11854.9223,5120.259,6734.6633,279628.936,148470.045,131158.8911,98236.3367,31702.4358,1220.1186,45419.8496,29154.6539,10644.0771,2398.618,3222.5007,,,
2007-03-01,,,95966.8084,61161.5305,45644.2566,42440.5288,3203.7278,34991.1345,9944.2803,5128.931,4815.3493,284698.9009,150108.6023,134590.2986,100027.6154,33075.2406,1487.4427,45319.5193,29694.7172,8743.2299,2886.2735,3995.2988,,,
2007-04-01,,,99117.7894,60700.7401,48625.8284,45757.2674,2868.561,34848.9259,10926.6207,5090.105,5836.5157,289326.6554,154487.7474,134838.908,99576.8082,34021.388,1240.7118,48081.2241,30329.2993,10080.3839,1629.4216,6042.1193,,,
2007-05-01,,,102792.5013,61587.019,51676.4506,47467.1284,4209.3222,34099.8363,10371.0642,5041.689,5329.3752,298874.4216,158148.7258,140725.6958,102095.4968,37036.9885,1593.2105,49922.1021,30474.5504,12138.1073,1683.5907,5625.8537,,,
2007-06-01,,,104621.53,63274.2736,51382.3371,47598.1497,3784.1874,33628.0553,9951.5237,4904.845,5046.6787,305859.2668,159869.9483,145989.3185,104288.8887,40456.6791,1243.7507,50103.4882,33150.3042,11310.0294,517.3254,5125.8292,,,
2007-07-01,,,106607.3105,66178.086,53313.2739,50645.4065,2667.8673,33473.5045,10344.2044,4861.64,5482.5644,313290.9415,162447.2874,150843.6542,109988.4661,39444.5676,1410.6205,53590.1529,33729.8304,10391.8248,2247.6749,7220.8227,,,
2007-08-01,,,104667.5649,66686.2928,53908.4047,51800.6033,2107.8014,32946.639,10888.7947,5061.036,5827.7587,313566.6231,164204.2314,149362.3917,111521.8352,36442.8556,1397.7008,54566.9797,35504.8893,11353.4303,1370.6246,6338.0355,,,
2007-09-01,,,105025.6728,67058.3866,59800.4491,55892.5752,3907.8739,33437.0728,11155.1546,4870.855,6284.2996,316957.2169,164081.3992,152875.8177,111771.0137,39365.5217,1739.2823,61499.9588,39642.7653,12746.0487,2478.9834,6632.1614,,,
2007-10-01,,,108735.0264,69359.0723,58983.4213,56108.3645,2875.0569,33485.9726,10917.8456,4908.536,6009.3096,328986.9366,172416.5185,156570.4181,113831.3232,41310.4328,1428.6621,60242.5011,40092.8286,11506.2463,2865.3363,5778.09,,,
2007-11-01,,,108155.3023,72128.3892,59315.1719,56223.9849,3091.187,33097.8384,11720.7239,5084.922,6635.8019,334000.1625,175128.9757,158871.1869,114834.7675,42717.5175,1318.9019,60452.7653,39885.5184,12472.3096,2529.2261,5565.7112,,,
2007-12-01,424406.1244,19722.08,112840.0799,76851.749,62493.5584,58884.1817,3609.3767,32443.9789,12923.5574,5889.255,7034.3024,348197.67,188473.2426,159724.4274,118428.822,39935.2927,1360.3126,63284.897,42253.3391,12584.4201,2297.6068,6149.531,,,
2008-01-01,429800.966,20032.6361,112587.5146,79004.2885,63705.4689,59672.9192,4032.5497,32037.1645,13176.5943,6034.726,7141.8683,352065.3404,191573.3448,160491.9956,120538.025,38586.4316,1367.539,64559.0313,42395.6155,13574.3067,2371.7986,6217.3106,,,
2008-02-01,434170.5469,20572.8511,116925.9618,79576.7649,62112.5521,58417.9421,3694.6101,30764.5505,14490.6364,6031.653,8458.9834,356994.1575,196202.1699,160791.9876,122157.1318,36743.6679,1891.1879,62685.753,42530.1814,12327.4954,2186.9946,5641.0817,,,
2008-03-01,436559.1964,21053.724,113186.6039,81999.4773,62301.1563,59859.1349,2442.0214,31043.2656,10798.2549,6056.131,4742.1239,362118.8752,202387.0273,159731.8479,123583.4548,34835.5099,1312.8832,63642.0663,44108.4023,12180.0617,2076.9822,5276.6201,,,
2008-04-01,447621.685,21628.0915,115133.3301,84794.2596,64424.0606,62081.2005,2342.86,30861.2801,11996.5537,6030.392,5966.1617,371348.5191,206494.0595,164854.4596,126621.2257,36886.8444,1346.3895,64276.6122,43940.9304,13831.0383,1752.0515,4752.592,,,
2008-05-01,454882.6412,22287.3593,120304.6819,83589.9768,64480.3119,62229.7829,2250.5289,30845.6978,10540.0507,6104.042,4436.0087,380666.7091,213383.747,167282.9621,128549.7382,37302.3329,1430.8909,63675.8814,43557.78,14671.7088,1568.2281,3878.1645,,,
2008-06-01,471566.1742,21770.8867,128227.0109,84002.2191,67959.0057,62936.145,5022.8607,31428.0515,11627.8765,6493.221,5134.6555,395383.0278,221825.848,173557.1798,130194.4771,41968.9697,1393.733,64555.27,44676.5614,15204.1939,556.665,4117.8498,,,
2008-07-01,475640.2997,22447.6785,126021.364,85077.2676,69328.5349,64506.4922,4822.0427,30340.0229,12233.35,6678.675,5554.675,396755.0775,222261.9488,174493.1287,134651.0888,37902.8882,1939.1517,66651.8721,46017.6342,14731.2812,177.2777,5725.6791,,,
2008-08-01,480101.7626,22899.8259,128352.5096,84797.1197,70357.6888,65710.7258,4646.963,30291.2999,12793.4505,6708.989,6084.4615,399249.8624,224836.685,174413.1774,135755.8058,37262.9627,1394.4088,68058.4498,46293.4208,16116.8245,476.7314,5171.4731,,,
2008-09-01,490144.8815,23527.243,131767.2804,85312.4851,71838.8049,67772.7085,4066.0964,30804.1172,10212.0852,6764.642,3447.4432,409386.2663,227623.344,181762.9223,135918.5896,44505.7064,1338.6263,70546.53,47736.6057,16468.5899,867.0348,5474.2996,,,
2008-10-01,505872.0981,23774.8514,130978.4402,87888.6185,81438.6225,77141.7528,4296.8697,30788.6314,20920.6509,6547.107,14373.5439,411537.7256,227731.6635,183806.0621,137144.9783,45309.026,1352.0578,73413.7215,49423.2958,18892.4309,214.2364,4883.7585,,,
2008-11-01,510429.9432,24066.1619,128528.7962,88099.424,85664.4302,79760.9168,5903.5134,30695.9234,17221.5146,6795.617,10425.8976,416578.0909,238192.9677,178385.1232,138066.876,38971.159,1347.0882,76630.3376,50024.3583,20589.0112,1333.4384,4683.5297,,,
2008-12-01,526189.5435,25184.7736,134535.3487,91708.935,91185.8006,83164.0293,8021.7714,30329.9597,24897.1697,7226.758,17670.4117,422584.0621,240818.3397,181765.7224,136706.2409,43236.5966,1822.8849,78708.3116,51922.6418,20692.6925,419.4774,5673.4999,,,
2009-01-01,519920.5104,25494.5647,128795.3011,92957.8538,90013.2177,81214.1224,8799.0954,28479.2569,24099.9894,7301.931,16798.0584,418377.3207,240835.9369,177541.3838,138326.8399,37794.5504,1419.9934,77443.2003,52696.3035,19896.5298,589.6802,4260.6867,,,
2009-02-01,525557.1667,25938.6916,131613.5624,96420.1882,87294.7115,80501.5533,6793.1583,28608.0521,25147.0699,7379.497,17767.5729,423537.6642,239374.6247,184163.0396,140396.8148,42341.2309,1424.9939,76872.4326,52619.919,19469.6207,721.3354,4061.5575,,,
2009-03-01,528674.7825,25522.4917,132553.8474,97469.2191,86308.9597,79473.3052,6835.6545,28080.6213,22092.7208,7542.027,14550.6938,429704.0997,244926.4935,184777.6062,141341.0452,41939.1136,1497.4475,76877.9619,53084.5634,18218.1082,213.7668,5361.5235,,,
2009-04-01,532444.6696,26224.3694,127755.9303,102550.6957,87540.7758,80824.8779,6715.8979,28855.3573,20445.7944,7499.329,12946.4654,435756.3112,254982.4491,180773.8621,141742.429,37449.3159,1582.1173,76242.5639,53000.7177,18155.1825,170.5222,4916.1415,,,
2009-05-01,534047.423,26693.7465,127710.3946,102604.1454,86486.9519,80390.0998,6096.852,28514.0077,21731.9964,7635.98,14096.0164,436535.0194,253166.3614,183368.658,144749.8442,36881.5104,1737.3033,75780.4072,53323.152,17439.8007,842.4314,4175.0231,,,
2009-06-01,549606.7751,27238.2873,134779.0826,104499.4545,88709.0847,82365.1305,6343.9542,29369.73,23431.2983,7827.204,15604.0943,448828.5553,262575.9728,186252.5824,147867.7226,36923.173,1461.6869,77346.9215,54143.4391,17584.2748,1148.3122,4470.8954,,,
2009-07-01,558015.0635,27818.6375,139571.8132,106244.2403,87575.7897,81516.0289,6059.7607,29446.6277,25908.8362,7929.574,17979.2622,455826.5994,267635.3537,188191.2457,150535.2434,36226.1198,1429.8825,76279.6279,52411.5239,18768.1761,322.1972,4777.7308,,,
2009-08-01,558406.9755,28160.4763,136058.0139,107965.0907,88246.5122,82218.8827,6027.6295,29728.2485,24115.2819,7996.968,16118.3139,457044.4762,267145.3603,189899.1159,152065.8423,36361.9796,1471.294,77247.2174,52756.2417,19558.1542,266.5793,4666.2422,,,
2009-09-01,564019.4084,29376.2202,136497.1597,111093.3909,87812.5366,82507.2714,5305.2653,30174.8761,34402.2406,7946.004,26456.2366,453914.895,260019.3562,193895.5388,153335.7287,37683.3207,2876.4894,75702.2728,52279.6118,18500.6724,212.9076,4709.0811,,,
2009-10-01,562910.1526,29575.6057,134327.393,112945.5064,86024.132,81615.113,4409.0189,30205.5107,34668.4868,8194.216,26474.2708,452861.8705,259143.0602,193718.8103,154025.9377,36914.5219,2778.3507,75379.7953,51120.9065,18833.7014,196.8725,5228.315,,,
2009-11-01,567571.961,29887.1463,135132.2556,113049.7375,87122.0993,82722.8714,4399.2279,30740.2238,34693.3982,8209.489,26483.9092,455792.4159,261322.2313,194470.1846,155251.1394,36517.0019,2702.0434,77086.147,50977.3965,19803.0685,433.534,5872.1479,,,
2009-12-01,577083.8207,30010.9859,135100.1596,114967.0615,93150.3249,88809.3888,4340.9361,30708.2603,33875.1017,8610.115,25264.9867,460014.7232,265891.2377,194123.4855,156227.129,35088.8792,2807.4772,83193.9959,52156.2108,22966.1759,643.7693,7427.8399,,,
2010-01-01,580962.6673,30198.3661,134048.0362,115042.7285,97462.5898,93150.3215,4312.2683,30319.4017,32688.0195,8581.081,24106.9385,460612.6435,266973.2231,193639.4204,156762.611,34078.3764,2798.4329,87662.0043,51251.1537,23665.5018,663.9712,12081.3775,324816.2972,858143.4278,182310.3853
2010-02-01,586028.1698,30416.1132,135135.9157,115932.5387,98014.3414,93623.9157,4390.4246,30144.4981,29230.3914,8765.853,20464.5384,468025.0962,271958.452,196066.6442,158200.1633,35274.8594,2591.6216,88772.6812,51080.8533,23868.1723,620.2319,13203.4238,324319.6004,855757.4346,183454.1277
2010-03-01,592473.5635,30734.4483,134039.5811,120866.8134,98686.7811,94684.485,4002.2951,30624.8188,30642.3712,8722.778,21919.5932,473277.5808,273740.7891,199536.7917,160372.7305,36761.8882,2402.173,88553.6105,50727.464,23149.3465,274.7221,14402.0779,325815.8309,857185.8602,184978.5918
2010-04-01,594519.9451,30964.4519,136220.6637,118976.5536,97552.8554,93564.9952,3987.8602,31255.8313,28398.6238,8717.969,19680.6548,476038.7078,277723.8443,198314.8635,162305.3424,33732.146,2277.3751,90082.6135,51446.5683,21889.1204,625.0613,16121.8635,322912.3576,855472.3591,183641.6755
2010-05-01,604197.4356,31304.3602,137375.5806,121293.9285,100451.2744,96325.3522,4125.9162,31236.3726,29024.4706,8923.152,20101.3186,482152.2684,278909.7696,203242.4988,163975.9045,37194.6922,2071.902,93020.6905,50881.7346,25298.4636,989.7728,15850.7195,327552.3943,864139.1654,181078.9565
2010-06-01,618894.8476,31717.0661,145682.7573,122731.5279,104275.5079,100013.2956,4262.2122,31362.0306,28875.8302,9036.457,19839.3732,494938.2219,285521.3283,209416.8936,165261.179,41987.772,2167.9426,95080.7955,51829.8406,25425.418,699.3311,17126.2059,339736.1773,870722.2436,175945.9062
2010-07-01,615047.9401,31897.0064,141097.5134,127347.1985,98200.8283,94195.5681,4005.2602,31645.5259,29292.3329,8970.712,20321.6209,497780.3933,285565.6245,212214.7689,166992.8337,43124.7493,2097.1859,87975.2139,49981.7567,24501.9862,66.9354,13424.5355,339323.1427,872086.101,178712.9845
