branche,indicateur,source,f_pvalue,r2,date,valeur
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-02-01,1320.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-03-01,1911.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-04-01,2381.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-05-01,3135.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-06-01,3999.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-07-01,4728.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-08-01,5439.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-09-01,6180.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-10-01,6955.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-11-01,7962.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2012-12-01,9239.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2013-01-01,1318.0
Pêche,NADOR,Débarquements des produits de la pêche côtière et artisanale par port en quantité (mensuel).csv,0.004365692892699272,0.25072981863712995,2013-02-01,2544.0
